"ROG4","ROG3","JSMapIDProvince","FlashMapID","Adm1Name","CommonAbbrev","AltName","Adm1NameHindi","Popl","Title","ProvCap","RefYear","AreaMiles","AreaKm","SecurityLevel","FlashMapZoom","FlashMapZoomX","FlashMapZoomY","FlashMapZoomDistrict","FlashMapZoomDistrictX","FlashMapZoomDistrictY","DisplayFirst","Comments","Source","EditName","EditDate"
"MV36","MV",,,"Haa Alifu",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"MV37","MV",,,"Haa Dhaalu",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"MV38","MV",,,"Kaafu",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"MV39","MV",,,"Lhaviyani",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"MV40","MV",,,"Maale",,,,,"Administrative atolls",,,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"MV41","MV",,,"Meemu",,,,,,,,,,,,,,,,,,,"NIMA","BM",11/6/2008 0:00:00
"MV42","MV",,,"Gnaviyani",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"MV43","MV",,,"Noonu",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"MV44","MV",,,"Raa",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"MV45","MV",,,"Shaviyani",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"MV46","MV",,,"Thaa",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"MV47","MV",,,"Vaavu",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"MVZY","MV",,,"Aliff Aliff",,,,,,,,,,,,,,,,,,,"GMI","BM",4/22/2009 0:00:00
"MVZZ","MV",,,"Aliff Daalu",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"MX01","MX",,,"Aguascalientes",,,,862720.00,"state/estado","Aguascalientes",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX02","MX",,,"Baja California",,"Baja California Norte",,2112140.00,"state/estado","Mexicali",1995.00,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"MX03","MX",,,"Baja California Sur",,,,375494.00,"state/estado","La Paz",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX04","MX",,,"Campeche",,,,642516.00,"state/estado","Campeche",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX05","MX",,,"Chiapas",,,,3584786.00,"state/estado","Tuxtla Gutierrez",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX06","MX",,,"Chihuahua",,,,2793537.00,"state/estado","Chihuahua",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX07","MX",,,"Coahuila de Zaragoza",,,,2173775.00,"state/estado","Saltillo",1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"MX08","MX",,,"Colima",,,,488028.00,"state/estado","Colima",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX09","MX",,,"Distrito Federal",,,,8489007.00,"federal district/distrito federal",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX10","MX",,,"Durango",,,,1431748.00,"state/estado","Durango",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX11","MX",,,"Guanajuato",,,,4406568.00,"state/estado","Guadalajara",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX12","MX",,,"Guerrero",,,,2916567.00,"state/estado","Chilpancingo",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX13","MX",,,"Hidalgo",,,,2112473.00,"state/estado","Pachuca",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX14","MX",,,"Jalisco",,,,5991176.00,"state/estado","Guadalajara",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX15","MX",,,"Mexico",,,,11707964.00,"state/estado","Toluca",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX16","MX",,,"Michoacan de Ocampo",,,,3870604.00,"state/estado","Morelia",1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"MX17","MX",,,"Morelos",,,,1442662.00,"state/estado","Cuernavaca",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX18","MX",,,"Nayarit",,,,896702.00,"state/estado","Tepic",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX19","MX",,,"Nuevo Leon",,,,3550114.00,"state/estado","Monterrey",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX20","MX",,,"Oaxaca",,,,3228895.00,"state/estado","Oaxaca",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX21","MX",,,"Puebla",,,,4624365.00,"state/estado","Puebla",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX22","MX",,,"Queretaro de Arteaga",,,,1250476.00,"state/estado","Queretaro",1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"MX23","MX",,,"Quintana Roo",,,,703536.00,"state/estado","Chetumal",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX24","MX",,,"San Luis Potosi",,,,2200763.00,"state/estado","San Luis Potosi",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX25","MX",,,"Sinaloa",,,,2425675.00,"state/estado","Culiacan",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX26","MX",,,"Sonora",,,,2085536.00,"state/estado","Hermosillo",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX27","MX",,,"Tabasco",,,,1748769.00,"state/estado","Villahermosa",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX28","MX",,,"Tamaulipas",,,,2527328.00,"state/estado","Ciudad Victoria",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX29","MX",,,"Tlaxcala",,,,883924.00,"state/estado","Tlaxcala",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX30","MX",,,"Veracruz-Llave",,,,6737324.00,"state/estado","Xalapa (Jalapa)",1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"MX31","MX",,,"Yucatan",,,,1566622.00,"state/estado","Merida",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MX32","MX",,,"Zacatecas",,,,1336496.00,"state/estado","Zacatecas",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY01","MY",,,"Johor",,,,2069740.00,"state/negeri","Johor Baharu",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY02","MY",,,"Kedah",,,,1302241.00,"state/negeri","Alto Setar",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY03","MY",,,"Kelantan",,,,1181315.00,"state/negeri","Kota Baharu",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY04","MY",,,"Melaka",,,,506321.00,"state/negeri","Melaka",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY05","MY",,,"Negeri Sembilan",,,,692897.00,"state/negeri","Seremban",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY06","MY",,,"Pahang",,,,1045003.00,"state/negeri","Kuantan",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY07","MY",,,"Perak",,,,1877471.00,"state/negeri","Ipoh",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY08","MY",,,"Perlis",,,,183824.00,"state/negeri","Kangar",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY09","MY",,,"Pulau Pinang",,,,1064166.00,"state/negeri","George Town",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY11","MY",,,"Sarawak",,,,1642771.00,"state/negeri","Kuching",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY12","MY",,,"Selangor",,,,2297159.00,"state/negeri","Shah Alam",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY13","MY",,,"Terengganu",,,,766244.00,"state/negeri","Kuala Terengganu",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY14","MY",,,"Wilayah Persekutuan",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"MY15","MY",,,"Labuan",,,,54241.00,"federal territory/wilayah persekutuan",,1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY16","MY",,,"Sabah",,,,1734685.00,"state/negeri","Kota Kinabalu",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MY17","MY",,,"Putrajaya",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"MYAA","MY",,,"Kuala Lumpur",,,,1145342.00,"federal territory/wilayah","Kuala Lumpur",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MZ01","MZ",,,"Cabo Delgado",,,,1202221.00,"province/provincia","Pemba",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MZ02","MZ",,,"Gaza",,,,1401485.00,"province/provincia","Xai-Xai",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MZ03","MZ",,,"Inhambane",,,,1156958.00,"province/provincia","Inhambane",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MZ04","MZ",,,"Maputo",,,,840757.00,"province/provincia","Maputo",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MZ05","MZ",,,"Sofala",,,,1427493.00,"province/provincia","Beira",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MZ06","MZ",,,"Nampula",,,,2841416.00,"province/provincia","Nampula",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MZ07","MZ",,,"Niassa",,,,686650.00,"province/provincia","Lichinga",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MZ08","MZ",,,"Tete",,,,734561.00,"province/provincia","Tete",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MZ09","MZ",,,"Zambezia",,,,2619281.00,"province/provincia","Quelimane",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MZ10","MZ",,,"Manica",,,,609512.00,"province/provincia","Chimoio",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"MZ11","MZ",,,"Maputo, Cidade de",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"NC01","NC",,,"Bonaire",,,,11139.00,,,,111,288,,,,,,,,,"Kralendijk","www.statoids.com","BM",5/7/2009 0:00:00
"NC02","NC",,,"Curacao",,,,143816.00,,,,171,444,,,,,,,,,"Willemstad","www.statoids.com","BM",5/7/2009 0:00:00
"NC03","NC",,,"Saba",,,,1116.00,,,,5,13,,,,,,,,,"The Bottom","www.statoids.com","BM",5/7/2009 0:00:00
"NC04","NC",,,"Sint Eustatius",,,,1781.00,,,,8,21,,,,,,,,,"Oranjestad","www.statoids.com","BM",5/7/2009 0:00:00
"NC05","NC",,,"Sint Maarten",,,,33459.00,,,,13,34,,,,,,,,,"Philipsburg","www.statoids.com","BM",5/7/2009 0:00:00
"NE00","NE",,,"Alofi",,,,,,,,,,,,,,,,,,"Applies to entire country","BM","BM",5/7/2009 0:00:00
"NF00","NF",,,"Kingston",,,,,,,,,,,,,,,,,,"Applies to entire country","BM","BM",5/7/2009 0:00:00
"NG01","NG",,,"Agadez",,,,189000.00,"department/departement","Agadez",1990.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NG02","NG",,,"Diffa",,,,227000.00,"department/departement","Diffa",1990.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NG03","NG",,,"Dosso",,,,982000.00,"department/departement","Dosso",1990.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NG04","NG",,,"Maradi",,,,1415000.00,"department/departement","Maradi",1990.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NG06","NG",,,"Tahoua",,,,1373000.00,"department/departement","Tahoua",1990.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NG07","NG",,,"Zinder",,,,1467000.00,"department/departement","Zinder",1990.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NG08","NG",,,"Niamey",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NG09","NG",,,"Tillaberi",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NH07","NH",,,"Torba",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NH13","NH",,,"Sanma",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NH15","NH",,,"Tafea",,,,22423.00,"district","Isangel",1989.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NH16","NH",,,"Malampa",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NH17","NH",,,"Penama",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NH18","NH",,,"Shefa",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NHAA","NH",,,"Banks/Torres",,,,5985.00,"district","Sola",1989.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NHAB","NH",,,"Santo/Malo",,,,25581.00,"district","Luganville",1989.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI05","NI",,,"Lagos",,,,6357253.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI11","NI",,,"Federal Capital Territory",,,,423391.00,"*capital territory",,1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"NI16","NI",,,"Ogun",,,,2614747.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI21","NI",,,"Akwa Ibom",,,,2638413.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI22","NI",,,"Cross River",,,,2085926.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI23","NI",,,"Kaduna",,,,4438007.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI24","NI",,,"Katsina",,,,4336363.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI25","NI",,,"Anambra",,,,3094783.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI26","NI",,,"Benue",,,,3108754.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI27","NI",,,"Borno",,,,2903238.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI28","NI",,,"Imo",,,,2779028.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI29","NI",,,"Kano",,,,6279165.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI30","NI",,,"Kwara",,,,1751464.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI31","NI",,,"Niger",,,,2775526.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI32","NI",,,"Oyo",,,,3900803.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI35","NI",,,"Adamawa",,,,2374892.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI36","NI",,,"Delta",,,,2873711.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI37","NI",,,"Edo",,,,2414919.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI39","NI",,,"Jigawa",,,,3164134.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI40","NI",,,"Kebbi",,,,2305768.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI41","NI",,,"Kogi",,,,2346936.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI42","NI",,,"Osun",,,,2463185.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI43","NI",,,"Taraba",,,,1655443.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI44","NI",,,"Yobe",,,,1578172.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI45","NI",,,"Abia",,,,2569362.00,"state",,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NI46","NI",,,"Bauchi",,,,4801569.00,"state",,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NI47","NI",,,"Enugu",,,,3534633.00,"state",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI48","NI",,,"Ondo",,,,4343230.00,"state",,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NI49","NI",,,"Plateau",,,,3671498.00,"state",,1995.00,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NI50","NI",,,"Rivers",,,,4454337.00,"state",,1995.00,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NI51","NI",,,"Sokoto",,,,4911118.00,"state",,1995.00,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NI52","NI",,,"Bayelsa",,,,,"state",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI53","NI",,,"Ebonyi",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"NI54","NI",,,"Ekiti",,,,,"state",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI55","NI",,,"Gombe",,,,,"state",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI56","NI",,,"Nassarawa",,,,,"state",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NI57","NI",,,"Zamfara",,,,,"state",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NL01","NL",,,"Drenthe",,,,457300.00,"province/provincie","Assen",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NL02","NL",,,"Friesland",,,,612000.00,"province/provincie","Leeuwarden",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NL03","NL",,,"Gelderland",,,,1876300.00,"province/provincie","Arnhem",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NL04","NL",,,"Groningen",,,,558100.00,"province/provincie","Groningen",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NL05","NL",,,"Limburg",,,,1133700.00,"province/provincie","Maastrict",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NL06","NL",,,"Noord-Brabant",,,,2290400.00,"province/provincie","'s-Hertigenbosch",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NL07","NL",,,"Noord-Holland",,,,2468400.00,"province/provincie","Haarlem",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NL09","NL",,,"Utrecht",,,,1070600.00,"province/provincie","Utrecht",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NL10","NL",,,"Zeeland",,,,367400.00,"province/provincie","Middelburg",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NL11","NL",,,"Zuid-Holland",,,,3332900.00,"province/provincie","The Hague",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NL15","NL",,,"Overijssel",,,,1054000.00,"province/provincie","Zwolle",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NL16","NL",,,"Flevoland",,,,272800.00,"province/provincie","Lelystad",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO01","NO",,,"Akershus",,,,446385.00,"province/fylke",,1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO02","NO",,,"Aust-Agder",,,,100602.00,"province/fylke","Arendal",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO04","NO",,,"Buskerud",,,,230763.00,"province/fylke","Drammen",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO05","NO",,,"Finnmark",,,,75643.00,"province/fylke","Vadso",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO06","NO",,,"Hedmark",,,,186021.00,"province/fylke","Hamar",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO07","NO",,,"Hordaland",,,,426896.00,"province/fylke","Bergen",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO08","NO",,,"More og Romsdal",,,,241493.00,"province/fylke","Molde",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO09","NO",,,"Nordland",,,,240304.00,"province/fylke","Bodo",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO10","NO",,,"Nord-Trondelag",,,,127236.00,"province/fylke","Steinkjer",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO11","NO",,,"Oppland",,,,182443.00,"province/fylke","Lillehammer",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO12","NO",,,"Oslo",,,,493973.00,"province/fylke","Olso",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO13","NO",,,"Ostfold",,,,241206.00,"province/fylke","Moss",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO14","NO",,,"Rogaland",,,,360380.00,"province/fylke","Stavanger",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO15","NO",,,"Sogn og Fjordane",,,,108032.00,"province/fylke","Stavanger",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO16","NO",,,"Sor-Trondelag",,,,258246.00,"province/fylke","Leikanger",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO17","NO",,,"Telemark",,,,163467.00,"province/fylke","Skien",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO18","NO",,,"Troms",,,,151191.00,"province/fylke","Tromso",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO19","NO",,,"Vest-Agder",,,,151577.00,"province/fylke","Kristiansand",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NO20","NO",,,"Vestfold",,,,206108.00,"province/fylke","Tonsberg",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NP01","NP",,"NPL-BGM","Bagmati",,,"??????",2250805.00,"zone","Bhaktapur",1991.00,,,,219,-104,-129,219,-104,-129,"Y",,"IMB","BM",10/19/2010 0:00:00
"NP02","NP",,"NPL-BHE","Bheri",,,"????",1103043.00,"zone","Nepalganj",1991.00,,,,196,-2,-69,196,-2,-69,,,"IMB","BM",10/19/2010 0:00:00
"NP03","NP",,"NPL-DHW","Dhaulagiri",,,"????????",490877.00,"zone","Bagluri",1991.00,,,,195,-47,-71,195,-47,-71,,,"IMB","BM",10/19/2010 0:00:00
"NP04","NP",,"NPL-GND","Gandaki",,,"?????",1266128.00,"zone","Chame",1991.00,,,,198,-68,-90,198,-68,-90,,,"IMB","BM",10/19/2010 0:00:00
"NP05","NP",,"NPL-JNK","Janakpur",,,"??????",2061816.00,"zone","Sindhulimadi",1991.00,,,,203,-112,-133,203,-112,-133,,,"IMB","BM",10/19/2010 0:00:00
"NP06","NP",,"NPL-KRN","Karnali",,,"??????",260529.00,"zone","Manma",1991.00,,,,150,1,-15,150,1,-15,,,"IMB","BM",10/19/2010 0:00:00
"NP07","NP",,"NPL-KOS","Kosi",,,"????",1728247.00,"zone","Dharan",1991.00,,,,195,-138,-132,195,-138,-132,,,"IMB","BM",10/19/2010 0:00:00
"NP08","NP",,"NPL-LMB","Lumbini",,,"????????",2013673.00,"zone","Butawal",1991.00,,,,174,-32,-88,174,-32,-88,,,"IMB","BM",10/19/2010 0:00:00
"NP09","NP",,"NPL-MHK","Mahakali",,,"???????",664952.00,"zone","Dadeldhura",1991.00,,,,200,12,-32,200,12,-32,,,"IMB","BM",10/19/2010 0:00:00
"NP10","NP",,"NPL-MEC","Mechi",,,"????",1118210.00,"zone","Ilam",1991.00,,,,198,-150,-139,198,-150,-139,,,"IMB","BM",10/19/2010 0:00:00
"NP11","NP",,"NPL-NRY","Narayani",,,"???????",1871334.00,"zone","Hetauda",1991.00,,,,198,-83,-115,198,-83,-115,,,"IMB","BM",10/19/2010 0:00:00
"NP12","NP",,"NPL-RAP","Rapti",,,"??????",1046842.00,"zone","Tulsipur",1991.00,,,,150,-2,-25,150,-2,-25,,,"IMB","BM",10/19/2010 0:00:00
"NP13","NP",,"NPL-SGR","Sagarmatha",,,"???????",1600292.00,"zone","Rajbiraj",1991.00,,,,199,-123,-130,199,-123,-130,,,"IMB","BM",10/19/2010 0:00:00
"NP14","NP",,"NPL-SET","Seti",,,"????",1014349.00,"zone","Silgadhi",1991.00,,,,142,9,-14,142,9,-14,,,"IMB","BM",10/19/2010 0:00:00
"NR01","NR",,,"Aiwo",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NR02","NR",,,"Anabar",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NR03","NR",,,"Anetan",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NR04","NR",,,"Anibare",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NR05","NR",,,"Baiti",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NR06","NR",,,"Boe",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NR07","NR",,,"Buada",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NR08","NR",,,"Denigomodu",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NR09","NR",,,"Ewa",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NR10","NR",,,"Ijuw",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NR11","NR",,,"Meneng",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NR12","NR",,,"Nibok",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NR13","NR",,,"Uaboe",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"NR14","NR",,,"Yaren",,,,,"district",,,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
