"ROG4","ROG3","JSMapIDProvince","FlashMapID","Adm1Name","CommonAbbrev","AltName","Adm1NameHindi","Popl","Title","ProvCap","RefYear","AreaMiles","AreaKm","SecurityLevel","FlashMapZoom","FlashMapZoomX","FlashMapZoomY","FlashMapZoomDistrict","FlashMapZoomDistrictX","FlashMapZoomDistrictY","DisplayFirst","Comments","Source","EditName","EditDate"
"AA00","AA",,,"Oranjestad",,,,,,,,,,,,,,,,,,"Applies to entire country","BM","BM",5/7/2009 0:00:00
"AC01","AC",,,"Barbuda",,,,1241.00,"parish",,1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AC03","AC",,,"Saint George",,,,4473.00,"parish",,1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AC04","AC",,,"Saint John",,,,35635.00,"parish",,1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AC05","AC",,,"Saint Mary",,,,5303.00,"parish",,1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AC06","AC",,,"Saint Paul",,,,6117.00,"parish",,1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AC07","AC",,,"Saint Peter",,,,3622.00,"parish",,1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AC08","AC",,,"Saint Philip",,,,2964.00,"parish",,1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AE01","AE",,,"Abu Zaby",,"Abu Dhabi",,928360.00,"emirate","Abu Dhabi",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AE02","AE",,,"'Ajman",,,,118812.00,"emirate","`Ajman",1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"AE03","AE",,,"Dubayy",,"Dubai",,674101.00,"emirate","Dubayy",1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AE04","AE",,,"Al Fujayrah",,"Fujairah",,76254.00,"emirate","Al-Fujayrah",1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"AE05","AE",,,"Ra's al Khaymah",,"Ras al-Khaimah",,144430.00,"emirate","Ra's al-Khaymah",1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"AE06","AE",,,"Ash Shariqah",,"Sharjah",,400339.00,"emirate","Ash-Shariqah",1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"AE07","AE",,,"Umm al Qaywayn",,"Umm al-Qaiwain",,35157.00,"emirate","Umm al-Qaywayn",1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"AF01","AF",,,"Badakhshan",,,,938500.00,"province/velayat","Feyzabad",,17011,44059,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF02","AF",,,"Badghis",,,,626800.00,"province/velayat","Qal'eh-ye Now",,7950,20591,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF03","AF",,,"Baghlan",,,,805800.00,"province/velayat","Pol-e Khomri",,8154,21118,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF05","AF",,,"Bamian",,,,445300.00,"province/velayat","Bamian",,5473,14175,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF06","AF",,,"Farah",,,,421900.00,"province/velayat","Farah",,18715,48471,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF07","AF",,,"Faryab",,"Faryab",,868500.00,"province/velayat","Meymaneh",,7835,20293,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"AF08","AF",,,"Ghazni",,,,1023700.00,"province/velayat","Ghazni",,8847,22915,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF09","AF",,,"Ghowr",,"Ghor",,592400.00,"province/velayat","Chaghcharan",,14085,36479,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF10","AF",,,"Helmand",,,,852500.00,"province/velayat","Lashgar Gah",,22619,58584,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF11","AF",,,"Herat",,,,1273100.00,"province/velayat","Herat",,21150,54778,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF13","AF",,,"Kabol",,,,2766800.00,"province/velayat","Kabul",,1723,4462,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF14","AF",,,"Kapisa",,,,429600.00,"province/velayat","Mahmud-e-Eraqi",,711,1842,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF17","AF",,,"Lowgar",,"Logar",,306100.00,"province/velayat","Pol-e 'Alam",,1498,3880,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF18","AF",,,"Nangarhar",,,,1370700.00,"province/velayat","Jalalabad",,2984,7727,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF19","AF",,,"Nimruz",,"Chakhansur",,203800.00,"province/velayat","Zaranj",,15832,41005,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF23","AF",,,"Kandahar",,"Quandahar",,1367600.00,"province/velayat","Kandahar",,20858,54022,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF24","AF",,,"Kondoz",,"Kunduz",,715600.00,"province/velayat","Konduz",,3104,8040,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF26","AF",,,"Takhar",,,,735000.00,"province/velayat","Taloqan",,4762,12333,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF27","AF",,,"Vardak",,"Warkak",,347100.00,"province/velayat","Maidanshahr",,3451,8938,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF28","AF",,,"Zabol",,"Zabul",,378700.00,"province/velayat","Qalat",,6696,17343,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF29","AF",,,"Paktika",,,,430300.00,"province/velayat","Sharan",,7522,19482,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF30","AF",,,"Balkh",,,,1432100.00,"province/velayat","Mazar-e Sharif",,6660,17249,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF31","AF",,,"Jowzjan",,,,676000.00,"province/velayat","Sheberghan",,4555,11798,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF32","AF",,,"Samangan",,,,520400.00,"province/velayat","Aybak",,4348,11262,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF33","AF",,,"Sar-e Pol",,,,626100.00,"province/velayat","Sar-e Pol",,6177,15999,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AF34","AF",,,"Konar",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AF35","AF",,,"Laghman",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AF36","AF",,,"Paktia",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AF37","AF",,,"Khowst",,,,,,"Khowst",,1603,4152,,,,,,,,,,"HIS","BM",9/9/2002 0:00:00
"AF38","AF",,,"Nurestan",,,,,,"Nurestan?",,3562,9225,,,,,,,,,,"HIS","BM",9/9/2002 0:00:00
"AF39","AF",,,"Oruzgan",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AF40","AF",,,"Parvan",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AF41","AF",,,"Daykondi",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AF42","AF",,,"Panjshir",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AG01","AG",,,"Alger",,,,1690191.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG03","AG",,,"Batna",,,,752617.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG04","AG",,,"Constantine",,,,664303.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG06","AG",,,"Medea",,"Médéa",,652863.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG07","AG",,,"Mostaganem",,,,505932.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG09","AG",,,"Oran",,,,932473.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG10","AG",,,"Saida",,"Saïda",,235494.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG12","AG",,,"Setif",,"Sétif",,1000694.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG13","AG",,,"Tiaret",,,,575794.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG14","AG",,,"Tizi Ouzou",,,,936948.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG15","AG",,,"Tlemcen",,,,714862.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG18","AG",,,"Bejaia",,"Bejaïa",,700952.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG19","AG",,,"Biskra",,,,430202.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG20","AG",,,"Blida",,,,702188.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG21","AG",,,"Bouira",,,,526900.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG22","AG",,,"Djelfa",,,,494494.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG23","AG",,,"Guelma",,,,353309.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG24","AG",,,"Jijel",,,,472312.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG25","AG",,,"Laghouat",,,,212388.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG26","AG",,,"Mascara",,,,566901.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG27","AG",,,"M'sila",,"M'Sila",,604693.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG29","AG",,,"Oum el Bouaghi",,"Oum el-Bouaghi",,403936.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG30","AG",,,"Sidi Bel Abbes",,"Sidi bel-Abbès",,446277.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG31","AG",,,"Skikda",,,,622510.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG33","AG",,,"Tebessa",,"Tébessa",,410233.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG34","AG",,,"Adrar",,,,217678.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG35","AG",,,"Ain Defla",,"Aïn Defla",,537256.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG36","AG",,,"Ain Temouchent",,"Aïn Temouchent",,274990.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG37","AG",,,"Annaba",,,,455888.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG38","AG",,,"Bechar",,"Béchar",,185346.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG39","AG",,,"Bordj Bou Arreridj",,,,424828.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG40","AG",,,"Boumerdes",,,,650975.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG41","AG",,,"Chlef",,"Ech-Chleff",,684192.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG42","AG",,,"El Bayadh",,"El-Bayadh",,153254.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG43","AG",,,"El Oued",,"El-Oued",,376909.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG44","AG",,,"El Tarf",,"Et-Tarf",,275315.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG45","AG",,,"Ghardaia",,"Ghardaïa",,216140.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG46","AG",,,"Illizi",,,,18930.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG47","AG",,,"Khenchela",,,,246541.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG48","AG",,,"Mila",,,,511605.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG49","AG",,,"Naama",,"Naâma",,113700.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG50","AG",,,"Ouargla",,,,284454.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG51","AG",,,"Relizane",,,,544877.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG52","AG",,,"Souk Ahras",,,,296077.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG53","AG",,,"Tamanghasset",,"Tamanrasset",,95822.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG54","AG",,,"Tindouf",,,,16428.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG55","AG",,,"Tipaza",,,,620151.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AG56","AG",,,"Tissemsilt",,,,228120.00,"province/wilaya",,1987.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AJ01","AJ",,,"Abseron",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ02","AJ",,,"Agcabadi",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ03","AJ",,,"Agdam",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ04","AJ",,,"Agdas",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ05","AJ",,,"Agstafa",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ06","AJ",,,"Agsu",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ07","AJ",,,"Ali Bayramli",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ08","AJ",,,"Astara",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ09","AJ",,,"Baku",,"Baki",,1713300.00,"city","Baku",1991.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AJ10","AJ",,,"Balakan",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ11","AJ",,,"Barda",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ12","AJ",,,"Beylaqan",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ13","AJ",,,"Bilasuvar",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ14","AJ",,,"Cabrayil",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ15","AJ",,,"Calilabad",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ16","AJ",,,"Daskasan",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ17","AJ",,,"Davaci",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ18","AJ",,,"Fuzuli",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ19","AJ",,,"Gadabay",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ20","AJ",,,"Ganca",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ21","AJ",,,"Goranboy",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ22","AJ",,,"Goycay",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ23","AJ",,,"Haciqabul",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ24","AJ",,,"Imisli",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ25","AJ",,,"Ismayilli",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ26","AJ",,,"Kalbacar",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ27","AJ",,,"Kurdamir",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ28","AJ",,,"Lacin",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ29","AJ",,,"Lankaran",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ31","AJ",,,"Lerik",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ32","AJ",,,"Masalli",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ33","AJ",,,"Mingacevir",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ34","AJ",,,"Naftalan",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ35","AJ",,,"Naxcivan",,"Nakhichevan",,305700.00,"republic","Nakhichevan",1991.00,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ36","AJ",,,"Neftcala",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ37","AJ",,,"Oguz",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ38","AJ",,,"Qabala",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ39","AJ",,,"Qax",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ40","AJ",,,"Qazax",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ41","AJ",,,"Qobustan",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ42","AJ",,,"Quba",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ43","AJ",,,"Qubadli",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ44","AJ",,,"Qusar",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ45","AJ",,,"Saatli",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ46","AJ",,,"Sabirabad",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ47","AJ",,,"Saki",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ49","AJ",,,"Salyan",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ50","AJ",,,"Samaxi",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ51","AJ",,,"Samkir",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ52","AJ",,,"Samux",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ53","AJ",,,"Siyazan",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ54","AJ",,,"Sumqayit",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ55","AJ",,,"Susa",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ57","AJ",,,"Tartar",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ58","AJ",,,"Tovuz",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ59","AJ",,,"Ucar",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ60","AJ",,,"Xacmaz",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ61","AJ",,,"Xankandi",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ62","AJ",,,"Xanlar",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ63","AJ",,,"Xizi",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ64","AJ",,,"Xocali",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ65","AJ",,,"Xocavand",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ66","AJ",,,"Yardimli",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ67","AJ",,,"Yevlax",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ69","AJ",,,"Zangilan",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ70","AJ",,,"Zaqatala",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AJ71","AJ",,,"Zardab",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AL40","AL",,,"Berat",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AL41","AL",,,"Diber",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AL42","AL",,,"Durres",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AL43","AL",,,"Elbasan",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AL44","AL",,,"Fier",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AL45","AL",,,"Gjirokaster",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AL46","AL",,,"Korce",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AL47","AL",,,"Kukes",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AL48","AL",,,"Lezhe",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AL49","AL",,,"Shkoder",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AL50","AL",,,"Tirane",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AL51","AL",,,"Vlore",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AM01","AM",,,"Aragatsotn",,,,161700.00,"region",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AM02","AM",,,"Ararat",,,,302100.00,"region",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AM03","AM",,,"Armavir",,,,314000.00,"region",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AM04","AM",,,"Geghark'unik'",,,,255800.00,"region",,1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"AM05","AM",,,"Kotayk'",,,,327100.00,"region",,1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"AM06","AM",,,"Lorri",,,,391700.00,"region",,1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"AM07","AM",,,"Shirak",,,,161400.00,"region",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AM08","AM",,,"Syunik'",,,,357600.00,"region",,1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"AM09","AM",,,"Tavush",,,,170000.00,"region",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AM10","AM",,,"Vayots' Dzor",,,,69700.00,"region",,1995.00,,,,,,,,,,,,"IMB","BM",11/6/2008 0:00:00
"AM11","AM",,,"Yerevan",,,,1248700.00,"city",,1995.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AN01","AN",,,"Andorra",,,,,,,,,,,,,,,,,,,"GMI","BM",11/7/2008 0:00:00
"AN02","AN",,,"Canillo",,,,2518.00,"parish/parroquia","Canillo",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AN03","AN",,,"Encamp",,,,9800.00,"parish/parroquia","Encamp",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AN04","AN",,,"La Massana",,,,5785.00,"parish/parroquia","La Massana",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AN05","AN",,,"Ordino",,,,1931.00,"parish/parroquia","Ordino",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AN06","AN",,,"Sant Julià de Lòria",,,,7542.00,"parish/parroquia","Sant Julià de Lòria",1997.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AN07","AN",,,"Andorra la Vella",,,,21721.00,"parish/parroquia","Andorra la Vella",1997.00,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AN08","AN",,,"Escaldes-Engordany",,,,,,,,,,,,,,,,,,,"NIMA","BM",1/11/2002 0:00:00
"AO01","AO",,,"Benguela",,,,718000.00,"province/provincia","Benguela",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AO02","AO",,,"Bie",,"Bié",,1280000.00,"province/provincia","Kuito",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AO03","AO",,,"Cabinda",,,,199000.00,"province/provincia","Cabinda",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AO04","AO",,,"Cuando Cubango",,"Kuando Kubango",,139000.00,"province/provincia","Menongue",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AO05","AO",,,"Cuanza Norte",,"Kuanza Norte",,440000.00,"province/provincia","N'Dalatando",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AO06","AO",,,"Cuanza Sul",,"Kuanza Sul",,710000.00,"province/provincia","Sumbe",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AO07","AO",,,"Cunene",,,,255000.00,"province/provincia","N'Giva",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
"AO08","AO",,,"Huambo",,,,1730000.00,"province/provincia","Huambo",1996.00,,,,,,,,,,,,"IMB","BM",1/11/2002 0:00:00
