"ROL4","AlternateDialectName","Source","EditName","EditDate"
2530,"Kono","GRN / ROD","BM",4/1/2010 0:00:00
2532,"Dyalonka","GRN / ROD","BM",4/1/2010 0:00:00
2532,"Yalonka","GRN / ROD","BM",4/1/2010 0:00:00
2532,"Yalunka","GRN / ROD","BM",4/1/2010 0:00:00
2533,"Aboro","GRN / ROD","BM",4/1/2010 0:00:00
2533,"Berom","GRN / ROD","BM",4/1/2010 0:00:00
2533,"Boro-aboro","GRN / ROD","BM",4/1/2010 0:00:00
2534,"Izere","GRN / ROD","BM",4/1/2010 0:00:00
2535,"Iguta","GRN / ROD","BM",4/1/2010 0:00:00
2537,"Gbiri","GRN / ROD","BM",4/1/2010 0:00:00
2537,"Gbiri-niragu","GRN / ROD","BM",4/1/2010 0:00:00
2538,"Araouan","GRN / ROD","BM",4/1/2010 0:00:00
2538,"Djenné Chiini","GRN / ROD","BM",4/1/2010 0:00:00
2538,"Jenne","GRN / ROD","BM",4/1/2010 0:00:00
2538,"Koyra Chiini","GRN / ROD","BM",4/1/2010 0:00:00
2538,"Songhay, Koyra Chiini","GRN / ROD","BM",4/1/2010 0:00:00
2538,"Timbuktu","GRN / ROD","BM",4/1/2010 0:00:00
2538,"Tombmata","GRN / ROD","BM",4/1/2010 0:00:00
2539,"Iten","GRN / ROD","BM",4/1/2010 0:00:00
2541,"Aten","GRN / ROD","BM",4/1/2010 0:00:00
2541,"Firan","GRN / ROD","BM",4/1/2010 0:00:00
2542,"Daffo-Batura","GRN / ROD","BM",4/1/2010 0:00:00
2544,"Piti","GRN / ROD","BM",4/1/2010 0:00:00
2545,"Azamani","GRN / ROD","BM",4/1/2010 0:00:00
2545,"Shuwa-zamani","GRN / ROD","BM",4/1/2010 0:00:00
2547,"Che","GRN / ROD","BM",4/1/2010 0:00:00
2547,"Jenji","GRN / ROD","BM",4/1/2010 0:00:00
2549,"Afrique","GRN / ROD","BM",4/1/2010 0:00:00
2550,"Sorogo","GRN / ROD","BM",4/1/2010 0:00:00
2551,"Maasina","GRN / ROD","BM",4/1/2010 0:00:00
2551,"Niafunke","GRN / ROD","BM",4/1/2010 0:00:00
2551,"Silimiga","GRN / ROD","BM",4/1/2010 0:00:00
2553,"Djoundjou","GRN / ROD","BM",4/1/2010 0:00:00
2553,"Senoufo, Mamara","GRN / ROD","BM",4/1/2010 0:00:00
2554,"Abe","GRN / ROD","BM",4/1/2010 0:00:00
2555,"Adioukrou","GRN / ROD","BM",4/1/2010 0:00:00
2556,"Bina","GRN / ROD","BM",4/1/2010 0:00:00
2557,"Dungu","GRN / ROD","BM",4/1/2010 0:00:00
2558,"Jara","GRN / ROD","BM",4/1/2010 0:00:00
2559,"Pila-pila","GRN / ROD","BM",4/1/2010 0:00:00
2559,"Yom","GRN / ROD","BM",4/1/2010 0:00:00
2561,"Gura","GRN / ROD","BM",4/1/2010 0:00:00
2562,"Cara","GRN / ROD","BM",4/1/2010 0:00:00
2562,"Teria","GRN / ROD","BM",4/1/2010 0:00:00
2563,"Kado","GRN / ROD","BM",4/1/2010 0:00:00
2563,"Toroso","GRN / ROD","BM",4/1/2010 0:00:00
2565,"Kaban","GRN / ROD","BM",4/1/2010 0:00:00
2565,"Kadim","GRN / ROD","BM",4/1/2010 0:00:00
2567,"Bamboro","GRN / ROD","BM",4/1/2010 0:00:00
2567,"Bamburo","GRN / ROD","BM",4/1/2010 0:00:00
2567,"Mbaru","GRN / ROD","BM",4/1/2010 0:00:00
2568,"Azora","GRN / ROD","BM",4/1/2010 0:00:00
2568,"Chikobo","GRN / ROD","BM",4/1/2010 0:00:00
2568,"Chokobo","GRN / ROD","BM",4/1/2010 0:00:00
2568,"Cikobu","GRN / ROD","BM",4/1/2010 0:00:00
2568,"Cokobanci","GRN / ROD","BM",4/1/2010 0:00:00
2568,"Cokobo","GRN / ROD","BM",4/1/2010 0:00:00
2568,"Izora","GRN / ROD","BM",4/1/2010 0:00:00
2569,"Niragu","GRN / ROD","BM",4/1/2010 0:00:00
2571,"Kinuku","GRN / ROD","BM",4/1/2010 0:00:00
2572,"Tumi","GRN / ROD","BM",4/1/2010 0:00:00
2573,"Avonnoh","GRN / ROD","BM",4/1/2010 0:00:00
2573,"Vono","GRN / ROD","BM",4/1/2010 0:00:00
2575,"Mala","GRN / ROD","BM",4/1/2010 0:00:00
2576,"Ruma","GRN / ROD","BM",4/1/2010 0:00:00
2578,"Ganadugu","GRN / ROD","BM",4/1/2010 0:00:00
2580,"Mambila, Cameroon","GRN / ROD","BM",4/1/2010 0:00:00
2583,"Como Karim","GRN / ROD","BM",4/1/2010 0:00:00
2586,"Samo, Maya","GRN / ROD","BM",4/1/2010 0:00:00
2589,"Gwaya","GRN / ROD","BM",4/1/2010 0:00:00
2593,"Carrier","GRN / ROD","BM",4/1/2010 0:00:00
2593,"Stuart Lake","GRN / ROD","BM",4/1/2010 0:00:00
2594,"Laminsò","GRN / ROD","BM",4/1/2010 0:00:00
2597,"Meakie","GRN / ROD","BM",4/1/2010 0:00:00
2598,"Bakund","GRN / ROD","BM",4/1/2010 0:00:00
2601,"Akoose","GRN / ROD","BM",4/1/2010 0:00:00
2602,"Moh","GRN / ROD","BM",4/1/2010 0:00:00
2602,"Yemba","GRN / ROD","BM",4/1/2010 0:00:00
2602,"Yemba-nwe","GRN / ROD","BM",4/1/2010 0:00:00
2603,"Lolue","GRN / ROD","BM",4/1/2010 0:00:00
2604,"Korop","GRN / ROD","BM",4/1/2010 0:00:00
2606,"Bambui","GRN / ROD","BM",4/1/2010 0:00:00
2606,"Mbili","GRN / ROD","BM",4/1/2010 0:00:00
2606,"Mbogoe","GRN / ROD","BM",4/1/2010 0:00:00
2607,"Kenyang","GRN / ROD","BM",4/1/2010 0:00:00
2613,"Balundu-bima","GRN / ROD","BM",4/1/2010 0:00:00
2615,"Mungo","GRN / ROD","BM",4/1/2010 0:00:00
2615,"Mungu","GRN / ROD","BM",4/1/2010 0:00:00
2615,"Muungo","GRN / ROD","BM",4/1/2010 0:00:00
2617,"Ngie","GRN / ROD","BM",4/1/2010 0:00:00
2618,"Duala","GRN / ROD","BM",4/1/2010 0:00:00
2620,"English","GRN / ROD","BM",4/1/2010 0:00:00
2622,"Cameroons","GRN / ROD","BM",4/1/2010 0:00:00
2622,"Mbembe","GRN / ROD","BM",4/1/2010 0:00:00
2622,"Mbembe, Tigon","GRN / ROD","BM",4/1/2010 0:00:00
2624,"Oso","GRN / ROD","BM",4/1/2010 0:00:00
2625,"Fungom","GRN / ROD","BM",4/1/2010 0:00:00
2627,"Ngwo","GRN / ROD","BM",4/1/2010 0:00:00
2628,"Tamasheq","GRN / ROD","BM",4/1/2010 0:00:00
2629,"Babanki","GRN / ROD","BM",4/1/2010 0:00:00
2629,"Babanki-keake","GRN / ROD","BM",4/1/2010 0:00:00
2629,"Tungo","GRN / ROD","BM",4/1/2010 0:00:00
2630,"Meta'","GRN / ROD","BM",4/1/2010 0:00:00
2630,"Uta'","GRN / ROD","BM",4/1/2010 0:00:00
2631,"Besi","GRN / ROD","BM",4/1/2010 0:00:00
2631,"Iyirikum","GRN / ROD","BM",4/1/2010 0:00:00
2631,"Kugwe","GRN / ROD","BM",4/1/2010 0:00:00
2631,"Muywi","GRN / ROD","BM",4/1/2010 0:00:00
2631,"Tiwirkum","GRN / ROD","BM",4/1/2010 0:00:00
2631,"Widekum","GRN / ROD","BM",4/1/2010 0:00:00
2632,"Babungo/bamessing","GRN / ROD","BM",4/1/2010 0:00:00
2632,"Kenswei Nsei","GRN / ROD","BM",4/1/2010 0:00:00
2632,"Kenswei Nsei-","GRN / ROD","BM",4/1/2010 0:00:00
2632,"Vengo","GRN / ROD","BM",4/1/2010 0:00:00
2633,"Bamenda","GRN / ROD","BM",4/1/2010 0:00:00
2633,"Munda","GRN / ROD","BM",4/1/2010 0:00:00
2634,"Ciwogai","GRN / ROD","BM",4/1/2010 0:00:00
2636,"Isu","GRN / ROD","BM",4/1/2010 0:00:00
2637,"Ejagham","GRN / ROD","BM",4/1/2010 0:00:00
2637,"Ekwe","GRN / ROD","BM",4/1/2010 0:00:00
2638,"Afa'awa","GRN / ROD","BM",4/1/2010 0:00:00
2638,"Pa'a","GRN / ROD","BM",4/1/2010 0:00:00
2639,"Dijim","GRN / ROD","BM",4/1/2010 0:00:00
2642,"Bida","GRN / ROD","BM",4/1/2010 0:00:00
2643,"Gwandaba","GRN / ROD","BM",4/1/2010 0:00:00
2643,"Nya Gwanda","GRN / ROD","BM",4/1/2010 0:00:00
2644,"Nya Dele","GRN / ROD","BM",4/1/2010 0:00:00
2645,"Didiyawa","GRN / ROD","BM",4/1/2010 0:00:00
2645,"Diri","GRN / ROD","BM",4/1/2010 0:00:00
2645,"Ningi Dial. Gomo-ningi","GRN / ROD","BM",4/1/2010 0:00:00
2645,"Ningi Warji","GRN / ROD","BM",4/1/2010 0:00:00
2646,"Beba'","GRN / ROD","BM",4/1/2010 0:00:00
2650,"Nisga'a","GRN / ROD","BM",4/1/2010 0:00:00
2653,"Romani, Sinte","GRN / ROD","BM",4/1/2010 0:00:00
2653,"Rommanese","GRN / ROD","BM",4/1/2010 0:00:00
2654,"Kariya Wuufu","GRN / ROD","BM",4/1/2010 0:00:00
2654,"Mburku","GRN / ROD","BM",4/1/2010 0:00:00
2655,"Teme","GRN / ROD","BM",4/1/2010 0:00:00
2656,"Shoo","GRN / ROD","BM",4/1/2010 0:00:00
2657,"Dza","GRN / ROD","BM",4/1/2010 0:00:00
2658,"Mingang Doso","GRN / ROD","BM",4/1/2010 0:00:00
2658,"Munga","GRN / ROD","BM",4/1/2010 0:00:00
2659,"Galambu","GRN / ROD","BM",4/1/2010 0:00:00
2660,"Shiki","GRN / ROD","BM",4/1/2010 0:00:00
2663,"Mannang","GRN / ROD","BM",4/1/2010 0:00:00
2663,"Zing & Ya/mannang","GRN / ROD","BM",4/1/2010 0:00:00
2663,"Zinna","GRN / ROD","BM",4/1/2010 0:00:00
2665,"Boodla","GRN / ROD","BM",4/1/2010 0:00:00
2666,"Zumbun","GRN / ROD","BM",4/1/2010 0:00:00
2667,"Geruma","GRN / ROD","BM",4/1/2010 0:00:00
2667,"Gerumawa","GRN / ROD","BM",4/1/2010 0:00:00
2670,"Labuk","GRN / ROD","BM",4/1/2010 0:00:00
2670,"Labuk River","GRN / ROD","BM",4/1/2010 0:00:00
2670,"Mangkaak","GRN / ROD","BM",4/1/2010 0:00:00
2672,"Abure","GRN / ROD","BM",4/1/2010 0:00:00
2673,"Touni","GRN / ROD","BM",4/1/2010 0:00:00
2674,"Sanvi","GRN / ROD","BM",4/1/2010 0:00:00
2674,"Sanwi","GRN / ROD","BM",4/1/2010 0:00:00
2675,"Anyi","GRN / ROD","BM",4/1/2010 0:00:00
2675,"Anyin, Morofo","GRN / ROD","BM",4/1/2010 0:00:00
2675,"Moronou","GRN / ROD","BM",4/1/2010 0:00:00
2675,"Moronu","GRN / ROD","BM",4/1/2010 0:00:00
2676,"Rukhum","GRN / ROD","BM",4/1/2010 0:00:00
2677,"Chuntel","GRN / ROD","BM",4/1/2010 0:00:00
2678,"Sarkhaun Khola","GRN / ROD","BM",4/1/2010 0:00:00
2679,"Nzema","GRN / ROD","BM",4/1/2010 0:00:00
2680,"Mitontic","GRN / ROD","BM",4/1/2010 0:00:00
2680,"San Miguel Mitontic","GRN / ROD","BM",4/1/2010 0:00:00
2681,"Chenaló","GRN / ROD","BM",4/1/2010 0:00:00
2682,"Avikam","GRN / ROD","BM",4/1/2010 0:00:00
2683,"Yocoboue","GRN / ROD","BM",4/1/2010 0:00:00
2684,"Senoufo, Djimini","GRN / ROD","BM",4/1/2010 0:00:00
2685,"Manangba","GRN / ROD","BM",4/1/2010 0:00:00
2685,"Nyeshangba","GRN / ROD","BM",4/1/2010 0:00:00
2687,"Gagu","GRN / ROD","BM",4/1/2010 0:00:00
2691,"Teen","GRN / ROD","BM",4/1/2010 0:00:00
2693,"Pokhra","GRN / ROD","BM",4/1/2010 0:00:00
2694,"Machamarne","GRN / ROD","BM",4/1/2010 0:00:00
2696,"Dabakala","GRN / ROD","BM",4/1/2010 0:00:00
2696,"Malinke","GRN / ROD","BM",4/1/2010 0:00:00
2699,"Bonduku Kulango","GRN / ROD","BM",4/1/2010 0:00:00
2699,"Kulango, Bondoukou","GRN / ROD","BM",4/1/2010 0:00:00
2701,"Pallaka","GRN / ROD","BM",4/1/2010 0:00:00
2701,"Senari","GRN / ROD","BM",4/1/2010 0:00:00
2701,"Senoufo Pallaka","GRN / ROD","BM",4/1/2010 0:00:00
2701,"Senoufo, Palaka","GRN / ROD","BM",4/1/2010 0:00:00
2703,"Ambasi","GRN / ROD","BM",4/1/2010 0:00:00
2705,"Managulasi","GRN / ROD","BM",4/1/2010 0:00:00
2705,"Omie","GRN / ROD","BM",4/1/2010 0:00:00
2708,"Helambu Sherpa","GRN / ROD","BM",4/1/2010 0:00:00
2708,"Helmu","GRN / ROD","BM",4/1/2010 0:00:00
2708,"Yohlmu","GRN / ROD","BM",4/1/2010 0:00:00
2708,"Yolmu","GRN / ROD","BM",4/1/2010 0:00:00
2709,"Krumen, Southern","GRN / ROD","BM",4/1/2010 0:00:00
2709,"Krumen, Tepo","GRN / ROD","BM",4/1/2010 0:00:00
2709,"Sw Kroumen","GRN / ROD","BM",4/1/2010 0:00:00
2709,"Tepo","GRN / ROD","BM",4/1/2010 0:00:00
2710,"Bhattiyali","GRN / ROD","BM",4/1/2010 0:00:00
2711,"Bhojpuri","GRN / ROD","BM",4/1/2010 0:00:00
2712,"Chambeali","GRN / ROD","BM",4/1/2010 0:00:00
2712,"Chameali","GRN / ROD","BM",4/1/2010 0:00:00
2713,"Bhatar","GRN / ROD","BM",4/1/2010 0:00:00
2713,"Himgarhi","GRN / ROD","BM",4/1/2010 0:00:00
2713,"Jassori","GRN / ROD","BM",4/1/2010 0:00:00
2713,"Juni","GRN / ROD","BM",4/1/2010 0:00:00
2713,"Tikari","GRN / ROD","BM",4/1/2010 0:00:00
2713,"Tisa","GRN / ROD","BM",4/1/2010 0:00:00
2717,"Naga Chang","GRN / ROD","BM",4/1/2010 0:00:00
2717,"Naga; Maring","GRN / ROD","BM",4/1/2010 0:00:00
2718,"Alladian","GRN / ROD","BM",4/1/2010 0:00:00
2720,"San Miguel De Guevea","GRN / ROD","BM",4/1/2010 0:00:00
2721,"San Bartolome Zoogocho","GRN / ROD","BM",4/1/2010 0:00:00
2721,"Zapoteco, Zoogocho","GRN / ROD","BM",4/1/2010 0:00:00
2726,"San Francisco Lachigolo","GRN / ROD","BM",4/1/2010 0:00:00
2726,"San Juan Guelavia","GRN / ROD","BM",4/1/2010 0:00:00
2726,"San Marcos Tlapazola","GRN / ROD","BM",4/1/2010 0:00:00
2726,"Teotitlan De Valle","GRN / ROD","BM",4/1/2010 0:00:00
2726,"Teotitlan Del","GRN / ROD","BM",4/1/2010 0:00:00
2726,"Tlacolula","GRN / ROD","BM",4/1/2010 0:00:00
2727,"San Raymundo Xalpan","GRN / ROD","BM",4/1/2010 0:00:00
2727,"Zapotec, Jalpan","GRN / ROD","BM",4/1/2010 0:00:00
2727,"Zapotec, Zaachila","GRN / ROD","BM",4/1/2010 0:00:00
2728,"Juqila Mixes","GRN / ROD","BM",4/1/2010 0:00:00
2728,"Juquila Mixe","GRN / ROD","BM",4/1/2010 0:00:00
2728,"Juquila Mixes","GRN / ROD","BM",4/1/2010 0:00:00
2728,"La Candelaria","GRN / ROD","BM",4/1/2010 0:00:00
2728,"Ocotepec Mixe","GRN / ROD","BM",4/1/2010 0:00:00
2728,"Ocotopec Mixe","GRN / ROD","BM",4/1/2010 0:00:00
2728,"Puxmetecan/cotzocon","GRN / ROD","BM",4/1/2010 0:00:00
2728,"San Pedro Ocotepec","GRN / ROD","BM",4/1/2010 0:00:00
2728,"Tepantlali","GRN / ROD","BM",4/1/2010 0:00:00
2728,"Zacatepec Group","GRN / ROD","BM",4/1/2010 0:00:00
2731,"Mixteco, Penoles","GRN / ROD","BM",4/1/2010 0:00:00
2735,"Santiago Apoala","GRN / ROD","BM",4/1/2010 0:00:00
2736,"Albarradas","GRN / ROD","BM",4/1/2010 0:00:00
2736,"Santo Domingo","GRN / ROD","BM",4/1/2010 0:00:00
2737,"Ixtapa","GRN / ROD","BM",4/1/2010 0:00:00
2738,"Totolapa","GRN / ROD","BM",4/1/2010 0:00:00
2739,"Totiques","GRN / ROD","BM",4/1/2010 0:00:00
2739,"Tsotsil","GRN / ROD","BM",4/1/2010 0:00:00
2743,"Iaai","GRN / ROD","BM",4/1/2010 0:00:00
2744,"Dehu","GRN / ROD","BM",4/1/2010 0:00:00
2745,"Nengone","GRN / ROD","BM",4/1/2010 0:00:00
2747,"Vumbu","GRN / ROD","BM",4/1/2010 0:00:00
2748,"Anii","GRN / ROD","BM",4/1/2010 0:00:00
2748,"Ouindji","GRN / ROD","BM",4/1/2010 0:00:00
2748,"Windji","GRN / ROD","BM",4/1/2010 0:00:00
2750,"Adja-gbe","GRN / ROD","BM",4/1/2010 0:00:00
2750,"Adya","GRN / ROD","BM",4/1/2010 0:00:00
2750,"Aja","GRN / ROD","BM",4/1/2010 0:00:00
2750,"Aja-gbe","GRN / ROD","BM",4/1/2010 0:00:00
2750,"Hwe","GRN / ROD","BM",4/1/2010 0:00:00
2753,"Anufo","GRN / ROD","BM",4/1/2010 0:00:00
2754,"Kouranko","GRN / ROD","BM",4/1/2010 0:00:00
2754,"Kuranko","GRN / ROD","BM",4/1/2010 0:00:00
2757,"Aztec","GRN / ROD","BM",4/1/2010 0:00:00
2757,"Norte De Puebla","GRN / ROD","BM",4/1/2010 0:00:00
2760,"Chichicapan/guila","GRN / ROD","BM",4/1/2010 0:00:00
2760,"Ocotlan Del Oriente","GRN / ROD","BM",4/1/2010 0:00:00
2760,"Zapoteco, San Miguel Tilquiapam","GRN / ROD","BM",4/1/2010 0:00:00
2762,"Acatlan","GRN / ROD","BM",4/1/2010 0:00:00
2762,"Mixteco, Puebla Sur","GRN / ROD","BM",4/1/2010 0:00:00
2762,"Southern Puebla","GRN / ROD","BM",4/1/2010 0:00:00
2763,"Gengbe","GRN / ROD","BM",4/1/2010 0:00:00
2764,"Natemba","GRN / ROD","BM",4/1/2010 0:00:00
2764,"Nateni","GRN / ROD","BM",4/1/2010 0:00:00
2765,"Ditammari","GRN / ROD","BM",4/1/2010 0:00:00
2765,"Tanguieta Somba","GRN / ROD","BM",4/1/2010 0:00:00
2767,"Mixteco, Southern Puebla","GRN / ROD","BM",4/1/2010 0:00:00
2768,"Miahuatlan","GRN / ROD","BM",4/1/2010 0:00:00
2768,"Miahuatlan Central","GRN / ROD","BM",4/1/2010 0:00:00
2768,"Zapoteco, Central Maihuatlan","GRN / ROD","BM",4/1/2010 0:00:00
2769,"Bavea","GRN / ROD","BM",4/1/2010 0:00:00
2769,"Bubi","GRN / ROD","BM",4/1/2010 0:00:00
2771,"Seeku","GRN / ROD","BM",4/1/2010 0:00:00
2773,"Chiapas Mam","GRN / ROD","BM",4/1/2010 0:00:00
2773,"Frontera Mam","GRN / ROD","BM",4/1/2010 0:00:00
2773,"Mexican Mam","GRN / ROD","BM",4/1/2010 0:00:00
2773,"Tacaneco Mam","GRN / ROD","BM",4/1/2010 0:00:00
2775,"Amatenango Del Valle","GRN / ROD","BM",4/1/2010 0:00:00
2776,"Amatenango Mam","GRN / ROD","BM",4/1/2010 0:00:00
2776,"Chicomucelteco","GRN / ROD","BM",4/1/2010 0:00:00
2776,"Chicomuseltec","GRN / ROD","BM",4/1/2010 0:00:00
2776,"Mazapa Mam","GRN / ROD","BM",4/1/2010 0:00:00
2776,"Teco","GRN / ROD","BM",4/1/2010 0:00:00
2776,"Tectiteco","GRN / ROD","BM",4/1/2010 0:00:00
2777,"Aigon","GRN / ROD","BM",4/1/2010 0:00:00
2777,"Bao","GRN / ROD","BM",4/1/2010 0:00:00
2777,"Solong","GRN / ROD","BM",4/1/2010 0:00:00
2778,"Ageglep","GRN / ROD","BM",4/1/2010 0:00:00
2778,"Aiklep","GRN / ROD","BM",4/1/2010 0:00:00
2782,"Maninka","GRN / ROD","BM",4/1/2010 0:00:00
2782,"Meninka","GRN / ROD","BM",4/1/2010 0:00:00
2786,"Kele","GRN / ROD","BM",4/1/2010 0:00:00
2788,"Pinji","GRN / ROD","BM",4/1/2010 0:00:00
2789,"Myene","GRN / ROD","BM",4/1/2010 0:00:00
2792,"Lamogai","GRN / ROD","BM",4/1/2010 0:00:00
2792,"Pulie-rauto","GRN / ROD","BM",4/1/2010 0:00:00
2792,"Roto","GRN / ROD","BM",4/1/2010 0:00:00
2794,"Luse","GRN / ROD","BM",4/1/2010 0:00:00
2794,"Lusi","GRN / ROD","BM",4/1/2010 0:00:00
2795,"Kilenge","GRN / ROD","BM",4/1/2010 0:00:00
2795,"Maleu-kilenge","GRN / ROD","BM",4/1/2010 0:00:00
2800,"Biali","GRN / ROD","BM",4/1/2010 0:00:00
2803,"Naudem","GRN / ROD","BM",4/1/2010 0:00:00
2803,"Naudum","GRN / ROD","BM",4/1/2010 0:00:00
2804,"Senoufo, Tagwana","GRN / ROD","BM",4/1/2010 0:00:00
2808,"Ouatci","GRN / ROD","BM",4/1/2010 0:00:00
2809,"Tankamba","GRN / ROD","BM",4/1/2010 0:00:00
2809,"Waama","GRN / ROD","BM",4/1/2010 0:00:00
2809,"Youwabou","GRN / ROD","BM",4/1/2010 0:00:00
2810,"Ngangam","GRN / ROD","BM",4/1/2010 0:00:00
2811,"Winye","GRN / ROD","BM",4/1/2010 0:00:00
2812,"Gvoko","GRN / ROD","BM",4/1/2010 0:00:00
2812,"Ndhang","GRN / ROD","BM",4/1/2010 0:00:00
2812,"Ngoshe","GRN / ROD","BM",4/1/2010 0:00:00
2814,"Ikposo","GRN / ROD","BM",4/1/2010 0:00:00
2818,"Mujte'","GRN / ROD","BM",4/1/2010 0:00:00
2818,"Tomulte","GRN / ROD","BM",4/1/2010 0:00:00
2820,"Mocho","GRN / ROD","BM",4/1/2010 0:00:00
2820,"Motozinteco","GRN / ROD","BM",4/1/2010 0:00:00
2822,"Mazatlan","GRN / ROD","BM",4/1/2010 0:00:00
2822,"Tutla","GRN / ROD","BM",4/1/2010 0:00:00
2828,"Guevea De Humboldt","GRN / ROD","BM",4/1/2010 0:00:00
2828,"Northern Isthmus","GRN / ROD","BM",4/1/2010 0:00:00
2829,"Quiatoni","GRN / ROD","BM",4/1/2010 0:00:00
2829,"San Pedro Quiatoni Zapotec","GRN / ROD","BM",4/1/2010 0:00:00
2829,"Zapoteco, Eastern Tlacolula","GRN / ROD","BM",4/1/2010 0:00:00
2831,"Wandji","GRN / ROD","BM",4/1/2010 0:00:00
2833,"Mbosi","GRN / ROD","BM",4/1/2010 0:00:00
2834,"Bongili","GRN / ROD","BM",4/1/2010 0:00:00
2836,"Sangha","GRN / ROD","BM",4/1/2010 0:00:00
2837,"Lumbu","GRN / ROD","BM",4/1/2010 0:00:00
2840,"Usui","GRN / ROD","BM",4/1/2010 0:00:00
2841,"Monsang","GRN / ROD","BM",4/1/2010 0:00:00
2841,"Monshang Naga","GRN / ROD","BM",4/1/2010 0:00:00
2841,"Moyon","GRN / ROD","BM",4/1/2010 0:00:00
2841,"Moyon-monshang Naga","GRN / ROD","BM",4/1/2010 0:00:00
2843,"Naga, Konyak","GRN / ROD","BM",4/1/2010 0:00:00
2845,"Geman Deng","GRN / ROD","BM",4/1/2010 0:00:00
2845,"Kaman Miju","GRN / ROD","BM",4/1/2010 0:00:00
2846,"Chulikota","GRN / ROD","BM",4/1/2010 0:00:00
2847,"Numba","GRN / ROD","BM",4/1/2010 0:00:00
2851,"Melokwo","GRN / ROD","BM",4/1/2010 0:00:00
2851,"Mikere","GRN / ROD","BM",4/1/2010 0:00:00
2852,"Mofu, North","GRN / ROD","BM",4/1/2010 0:00:00
2853,"Gemshek","GRN / ROD","BM",4/1/2010 0:00:00
2853,"Zulgwa","GRN / ROD","BM",4/1/2010 0:00:00
2854,"Pol","GRN / ROD","BM",4/1/2010 0:00:00
2856,"Tsaangi","GRN / ROD","BM",4/1/2010 0:00:00
2859,"Duma","GRN / ROD","BM",4/1/2010 0:00:00
2860,"Ombamba","GRN / ROD","BM",4/1/2010 0:00:00
2861,"Ndasa","GRN / ROD","BM",4/1/2010 0:00:00
2863,"Bavili","GRN / ROD","BM",4/1/2010 0:00:00
2863,"Vili","GRN / ROD","BM",4/1/2010 0:00:00
2864,"Kunyi","GRN / ROD","BM",4/1/2010 0:00:00
2865,"Teke, Northeastern","GRN / ROD","BM",4/1/2010 0:00:00
2869,"Congo","GRN / ROD","BM",4/1/2010 0:00:00
2869,"Kicongo","GRN / ROD","BM",4/1/2010 0:00:00
2869,"Kiladi","GRN / ROD","BM",4/1/2010 0:00:00
2873,"Acoma","GRN / ROD","BM",4/1/2010 0:00:00
2873,"Keres, Western","GRN / ROD","BM",4/1/2010 0:00:00
2873,"Laguna","GRN / ROD","BM",4/1/2010 0:00:00
2873,"Western Keres","GRN / ROD","BM",4/1/2010 0:00:00
2874,"Bakwel","GRN / ROD","BM",4/1/2010 0:00:00
2877,"Bori","GRN / ROD","BM",4/1/2010 0:00:00
2877,"Bveri","GRN / ROD","BM",4/1/2010 0:00:00
2877,"Fali du Peske-bori","GRN / ROD","BM",4/1/2010 0:00:00
2877,"Peske","GRN / ROD","BM",4/1/2010 0:00:00
2878,"Fali, North","GRN / ROD","BM",4/1/2010 0:00:00
2878,"Mayo Oulo","GRN / ROD","BM",4/1/2010 0:00:00
2879,"Fali-tinguelin","GRN / ROD","BM",4/1/2010 0:00:00
2879,"Mango","GRN / ROD","BM",4/1/2010 0:00:00
2879,"Ndoudja","GRN / ROD","BM",4/1/2010 0:00:00
2879,"Ram","GRN / ROD","BM",4/1/2010 0:00:00
2880,"Monokoutouba","GRN / ROD","BM",4/1/2010 0:00:00
2882,"Buwal","GRN / ROD","BM",4/1/2010 0:00:00
2883,"Mambai","GRN / ROD","BM",4/1/2010 0:00:00
2883,"Tibolgui","GRN / ROD","BM",4/1/2010 0:00:00
2885,"Kwanja","GRN / ROD","BM",4/1/2010 0:00:00
2887,"Cuvok","GRN / ROD","BM",4/1/2010 0:00:00
2888,"Bafeuk","GRN / ROD","BM",4/1/2010 0:00:00
2890,"Yaitepec Chatino","GRN / ROD","BM",4/1/2010 0:00:00
2892,"Santa Maria Ecatepec","GRN / ROD","BM",4/1/2010 0:00:00
2893,"Zapoteco, Rincon","GRN / ROD","BM",4/1/2010 0:00:00
2896,"Mixteco, Pinotepa Nacional","GRN / ROD","BM",4/1/2010 0:00:00
2896,"Western Jamiltepec","GRN / ROD","BM",4/1/2010 0:00:00
2898,"Daba-kola","GRN / ROD","BM",4/1/2010 0:00:00
2898,"Daba-mousgoy","GRN / ROD","BM",4/1/2010 0:00:00
2898,"Kola","GRN / ROD","BM",4/1/2010 0:00:00
2898,"Kpala","GRN / ROD","BM",4/1/2010 0:00:00
2898,"Mazagway","GRN / ROD","BM",4/1/2010 0:00:00
2898,"Musgoi","GRN / ROD","BM",4/1/2010 0:00:00
2898,"Musgoy","GRN / ROD","BM",4/1/2010 0:00:00
2901,"Mofu, South","GRN / ROD","BM",4/1/2010 0:00:00
2903,"Mefele","GRN / ROD","BM",4/1/2010 0:00:00
2905,"Bororo","GRN / ROD","BM",4/1/2010 0:00:00
2905,"Kano-katsi","GRN / ROD","BM",4/1/2010 0:00:00
2906,"Engadina Bassa","GRN / ROD","BM",4/1/2010 0:00:00
2906,"Grisons","GRN / ROD","BM",4/1/2010 0:00:00
2906,"Ladinish","GRN / ROD","BM",4/1/2010 0:00:00
2906,"Lower","GRN / ROD","BM",4/1/2010 0:00:00
