"PeopleID3","PeopName","Pronunciation","PeopNameSpanish","PeopNameGerman","PeopNamePortuguese","PeopNameFrench","PeopNameIndonesian","PeopNameThai","PeopNameHindi","ROP3_31Dec2009","ROP3","PeopleID2","JPScalePGACOld","JPScalePGAC","PercentChristianPGAC","PercentEvangelicalPGAC","LeastReachedPGAC","ROG3Largest","NbrCountries","PopulationPGAC","ROL3PGAC","RLG3PGAC","RaceCode","OmidCommunityName","OmidNCode","LargeSouthAsianLanguageROL3","Memo","Source","EditName","EditDate"
14249,"Pacoh",,,,,,,,,107730,107730,239,"1.2",1,0.96,0.08,"Y","LA",2,39000,"pac",4,"AUG03z",,,,"15%-25% literate",,"TW",10/4/2000 0:00:00
14250,"Kayan, Padaung",,,,,,,"????????????",,107734,107734,200,"3.2",5,29.78,21.13,,"BM",2,64700,"pdu",4,"MSY50g",,,,,,"TW",10/4/2000 0:00:00
14251,"Padhola",,,,,,,,,107737,107737,245,"3.2",5,95.00,33.00,,"UG",1,616000,"adh",1,"NAB62j",,,,,,"TW",10/4/2000 0:00:00
14252,"Mori, South, Padoe",,,,,,,,,107739,107739,153,"3.2",4,75.00,6.00,,"ID",1,8100,"pdo",1,"MSY44s",,,,,,"BM",7/16/2003 0:00:00
14253,"Paez",,,,,,,,,107740,107740,290,"3.2",5,65.00,38.00,,"CO",1,143000,"pbb",1,"MIR39e",,,,,,"TW",10/4/2000 0:00:00
14254,"Pago",,,,,,,,,107744,107744,223,"3.1",4,25.00,4.00,,"ID",1,4200,"pgu",4,"AON10c",,,,,,"TW",10/4/2000 0:00:00
14255,"Pahlavani",,,,,,,,,107747,107747,268,"1.1",1,0.00,0.00,"Y","AF",1,3200,"prs",6,"CNT24f",,,,"Muslim",,"TW",10/4/2000 0:00:00
14256,"Pashtun, Northern",,"Pashtún, Norte","Paschtunen, Nördliche","Pashtun do norte","Pushtun du Nord","Pashtun, Utara",,"??????, ????????",107748,107909,267,"1.1",1,0.00,0.00,"Y","PK",20,44091100,"pbu",6,"CNT24a","Pathan","PAT",,"Called 'Pahtoon' in North; 'Pashtoon' in South.",,"TW",10/4/2000 0:00:00
14257,"Pai",,,,,,,,,107749,107749,140,"3.1",4,35.00,5.00,,"NI",1,5500,"pai",4,"NAB56b",,,,,,"TW",10/4/2000 0:00:00
14258,"Pai Tavytera",,,,,,,,,107751,107751,290,"3.1",4,65.00,3.00,,"PA",1,8000,"pta",1,"MIR39e",,,,,,"TW",10/4/2000 0:00:00
14259,"Paipai","pai-PAI",,,,,,,,107758,107758,257,"3.2",5,95.00,17.00,,"MX",1,100,"ppi",1,"MIR38a",,,,,,"TW",10/4/2000 0:00:00
14260,"Chin, Paite",,,,,,,,,107760,107760,207,"3.2",5,86.00,50.00,,"BM",1,14000,"pck",1,"MSY50c",,,,,,"TW",10/4/2000 0:00:00
14261,"Paiwa",,,,,,,,,107761,107761,244,"3.2",5,95.00,24.00,,"PP",1,3900,"pwg",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14262,"Paiwanese","Pie-wohn","Paiwanés","Paiwan",,"Paiwan","Paiwan",,,107762,107762,298,"3.2",5,69.46,29.77,,"TW",2,86700,"pwn",1,"AUG01a",,,,,,"TW",10/4/2000 0:00:00
14263,"Nahuatl, Istmo-Pajapan","NAH-wahtl, EEST-moh pah-HAH-pahn","Náhuatl, Istmo-Pajapan",,,"Nahuatl de Pajapan en Itsmo",,,,107763,107763,127,"3.2",5,95.00,13.00,,"MX",1,11000,"nhp",1,"MIR37a",,,,"500 monolinguals",,"TW",10/4/2000 0:00:00
14264,"Asheninka, Pajonal",,,,,,,,,107764,107764,290,"3.1",4,55.00,4.00,,"PE",1,14000,"cjo",1,"MIR39a",,,,,,"TW",10/4/2000 0:00:00
14265,"Batak Pakpak",,,,,,,,,107769,107769,135,"3.2",4,70.00,6.00,,"ID",1,54000,"btd",1,"MSY44b",,,,,,"BM",7/16/2003 0:00:00
14266,"Pak-Tong",,,,,,,,,107770,107770,244,"3.2",5,90.00,25.00,,"PP",1,2700,"pkg",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14267,"Paku",,,,,,,,,107771,107771,133,"3.1",4,34.00,5.00,,"ID",1,4300,"pku",4,"MSY44r",,,,,,"TW",10/4/2000 0:00:00
14268,"Karen, Paku",,,,,,,,,107772,107772,200,"3.2",5,70.00,22.00,,"BM",1,8100,"jkp",1,"MSY50g",,,,,,"TW",10/4/2000 0:00:00
14269,"Senoufo, Palaka",,,"Senufo, Palaka",,,,,,107773,107773,183,"1.2",1,3.00,1.00,"Y","IV",1,12000,"plr",6,"NAB56a",,,,,,"TW",10/4/2000 0:00:00
14270,"Chinanteco, Palantla","chee-nahn-TEH-koh, pah-LAHNT-lah",,"Chinanteken, Palantla",,,,,,107775,107775,321,"3.2",4,94.00,8.00,,"MX",1,30000,"cpa",1,"MIR37z",,,,"1,500 monolinguals",,"TW",10/4/2000 0:00:00
14271,"Palauan",,"Palauano","Palauer",,"Palaien","Palau",,,107776,107776,231,"3.2",5,95.70,22.91,,"PS",4,22400,"pau",1,"MPY54c",,,,"Bilingual in english",,"TW",10/4/2000 0:00:00
14272,"Palauan, English-Speaking",,"Palauano, Íngles Hablante","Palauer, Englischsprachig",,"Palaien anglophone","Palau, berbahasa Inggris",,,107777,107777,231,"3.2",5,95.00,24.00,,"PS",1,3400,"eng",1,"MPY54c",,,,"National Language",,"TW",10/4/2000 0:00:00
14273,"Negrito, Palawan Batak",,,,,,,,,107779,107779,168,"2.2",3,7.00,2.00,,"RP",1,300,"bya",4,"AUG05",,,,,,"BM",7/16/2003 0:00:00
14274,"Palembang",,,,,,,,,107781,107781,241,"1.1",1,0.03,0.00,"Y","ID",2,3301000,"mui",6,"MSY44k",,,,,,"TW",10/4/2000 0:00:00
14275,"Palenquero",,,,,,,,,107782,107782,329,"3.2",4,97.00,6.00,,"CO",1,3500,"pln",1,"NFB71b",,,,"Creole spoken mainly by older speakers. People speak Spanish but are culturally distinct",,"TW",10/4/2000 0:00:00
14276,"Arab, Palestinian",,"Árabe, Palestino","Araber, Palestinensische","Árabe palestino","Arabe Palestinien","Arab, Palestina",,,107785,107785,113,"1.2",1,4.98,0.38,"Y","WE",25,11736900,"ajp",6,"CMT30",,,,"Muslim, Christian, Jews.. 90% literate in Arabic, 60% in Hebrew.",,"BM",6/17/2003 0:00:00
14277,"Palikur",,,,,,,,,107787,107787,290,"3.2",5,60.00,11.90,,"BR",2,2200,"plu",1,"MIR39a",,,,,,"TW",10/4/2000 0:00:00
14278,"Palityan, Bogomil",,,,,,,,,107788,107788,284,"2.2",2,75.00,0.50,,"BU",1,800,"bul",1,"CEW22b",,,,,,"TW",10/4/2000 0:00:00
14280,"Palue",,,,,,,,,107798,107798,171,"3.1",4,85.00,3.00,,"ID",1,13000,"ple",1,"AON09e",,,,,,"TW",10/4/2000 0:00:00
14281,"Palyu","Pal-yoo",,,,,,,,107801,107801,239,"1.1",1,0.00,0.00,"Y","CH",1,15000,"ply",4,"AUG03z",,,,"May be only 150 (180).",,"TW",10/4/2000 0:00:00
14282,"Pambia",,,,,,,,,107804,107804,292,"3.2",4,99.00,8.00,,"CG",1,57000,"pmb",1,"NAB66a",,,,,,"TW",10/4/2000 0:00:00
14283,"Pamona",,,,,,,,,107807,107807,306,"3.2",4,93.00,8.00,,"ID",1,171000,"pmf",1,"MSY44p",,,,,,"TW",10/4/2000 0:00:00
14284,"Pampango",,,,,,,,,107808,107808,166,"3.2",5,98.94,15.96,,"RP",2,2289000,"pam",1,"MSY44x",,,,,,"TW",10/4/2000 0:00:00
14285,"Pana","Pa-nah",,,,,,,,107811,107811,102,"3.2",5,66.73,21.20,,"CT",4,133800,"pnz",1,"NAB66c",,,,,,"TW",10/4/2000 0:00:00
14286,"Panamanian, Mulatto",,"Panameño","Panamaer",,"Panaméen","Panama",,,107816,107814,188,"3.2",5,91.00,19.00,,"PM",1,372000,"spa",1,"CLN29",,,,,,"BM",6/17/2003 0:00:00
14287,"Panamint",,,,,,,,,107817,107817,246,"2.2",3,20.00,1.00,,"US",1,100,"eng",4,"MIR38a",,,,,,"TW",10/4/2000 0:00:00
14288,"Kuot",,,,,,,,,107820,107820,244,"3.2",5,95.00,18.00,,"PP",1,3400,"kto",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14289,"Panare",,,,,,,,,107821,107821,290,"3.1",4,55.00,4.00,,"VE",1,4700,"pbh",1,"MIR39c",,,,,,"TW",10/4/2000 0:00:00
14290,"Panasuan",,,,,,,,,107822,107822,152,"3.1",4,70.00,4.00,,"ID",1,900,"psn",1,"MSY44p",,,,,,"TW",10/4/2000 0:00:00
14291,"Pancana",,,,,,,,,107823,107823,308,"1.2",1,0.40,0.40,"Y","ID",1,7300,"pnp",6,"MSY44q",,,,,,"TW",10/4/2000 0:00:00
14292,"Pande",,,,,,,,,107830,107830,334,"3.2",5,45.00,13.00,,"CT",1,14000,"bkj",4,"NAB57c",,,,,,"TW",10/4/2000 0:00:00
14293,"Murut, Pandewan",,,,,,,,,107831,107831,155,"2.2",3,6.00,0.60,,"MY",1,1700,"plz",4,"MSY44z",,,,,,"TW",10/4/2000 0:00:00
14294,"Pangasinese",,"Pangasinés",,,"Pangasinan",,,,107835,107835,166,"3.2",4,98.99,9.00,,"RP",2,1401800,"pag",1,"MSY44x",,,,,,"TW",10/4/2000 0:00:00
14295,"Sama Pangutaran",,,,,,,,,107839,107839,167,"1.2",1,2.00,0.50,"Y","RP",1,48000,"slm",6,"MSY44x",,,,,,"TW",10/4/2000 0:00:00
14296,"Pangwa",,,,,,,,,107840,107840,341,"3.2",5,85.00,14.00,,"TZ",1,144000,"pbr",1,"NAB57o",,,,,,"TW",10/4/2000 0:00:00
14297,"Panim",,,,,,,,,107844,107844,244,"3.2",5,95.00,15.00,,"PP",1,600,"pnr",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14298,"Pankarare",,,,,,,,,107848,107848,290,"3.2",4,50.00,7.00,,"BR",1,1700,"por",4,"MIR39z",,,,"All speak Portuguese; language extinct",,"TW",10/4/2000 0:00:00
14299,"Pankararu",,,,,,,,,107849,107849,290,"3.2",4,60.00,7.00,,"BR",1,8400,"por",1,"MIR39#",,,,"All speak Portuguese; language extinct",,"TW",10/4/2000 0:00:00
14300,"Pankhu",,,,,,,,"????",107850,107850,139,"1.1",1,3.96,0.00,"Y","BG",1,4000,"pkh",2,"CNN25b","Pankua","PKUA",,,,"TW",10/4/2000 0:00:00
14301,"Pannei",,,,,,,,,107853,107853,152,"1.2",1,0.50,0.10,"Y","ID",1,13000,"pnc",6,"MSY44p",,,,,,"TW",10/4/2000 0:00:00
14302,"Katukina-Jurua",,"Katukina, Pano",,,"Katukina Panoan",,,,107855,107855,108,"3.1",4,40.00,5.00,,"BR",1,400,"knt",4,"MIR39a",,,,,,"BM",12/3/2001 0:00:00
14303,"Panytyima",,,,,,,,,107860,107860,100,"3.2",4,30.00,10.00,,"AS",1,100,"pnw",4,"AUG02",,,,,,"TW",10/4/2000 0:00:00
14304,"Papapana",,,,,,,,,107864,107864,244,"3.1",4,70.00,5.00,,"PP",1,200,"ppn",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14305,"Papasena",,,,,,,,,107865,107865,244,"3.2",4,68.00,6.00,,"ID",1,700,"pas",1,"AON10a",,,,,,"TW",10/4/2000 0:00:00
14306,"Papavo",,,,,,,,,107866,107866,290,"1.1",1,1.00,0.00,"Y","BR",1,200,"xxx",4,"MIR39z",,,,,,"TW",10/4/2000 0:00:00
14307,"Papel",,,,,,,,,107867,107867,122,"3.1",4,14.57,3.58,,"PU",3,181100,"pbo",4,"NAB56c",,,,,,"TW",10/4/2000 0:00:00
14308,"Papi",,,,,,,,,107868,107868,244,"3.2",4,40.00,8.00,,"PP",1,100,"ppe",4,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14309,"Papitalai",,,,,,,,,107869,107869,244,"3.2",5,95.00,16.00,,"PP",1,1300,"pat",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14310,"Papuma",,,,,,,,,107873,107873,244,"3.1",4,88.00,4.00,,"ID",1,1000,"ppm",1,"AON09e",,,,,,"TW",10/4/2000 0:00:00
14311,"Parachi",,,,,,,,,107875,107875,267,"1.1",1,0.00,0.00,"Y","AF",1,7000,"prc",6,"CNT24a",,,,"Muslim. About 500 speakers of Language",,"TW",10/4/2000 0:00:00
14312,"Paraguayan, Guarani-Speaking",,"Paraguayo, Guaraní Hablante","Paraguayaner, Guaranisprachige",,"Paraguayien Guaranophone","Paraguay, berbahasa Guarani",,,107877,107877,179,"3.2",4,96.30,7.24,,"PA",3,6484000,"gug",1,"MIR39e",,,,"National Language",,"TW",10/4/2000 0:00:00
14313,"Parakana",,"Parakana",,,,,,,107880,107880,179,"2.2",3,20.00,2.00,,"BR",1,1000,"pak",4,"MIR39e",,,,,,"TW",10/4/2000 0:00:00
14315,"Paranan",,,,,,,,,107883,107883,168,"3.2",4,90.00,7.00,,"RP",1,17000,"prf",1,"AUG05",,,,,,"TW",10/4/2000 0:00:00
14316,"Paranawat",,,,,,,,,107884,107884,108,"2.2",3,50.00,1.00,,"BR",1,100,"por",4,"MIR39#",,,,,,"BM",10/18/2005 0:00:00
14317,"Paraujano",,,,,,,,,107886,107886,290,"2.2",2,80.00,1.00,,"VE",1,21000,"spa",1,"MIR39a",,,,"20 speakers",,"TW",10/4/2000 0:00:00
14318,"Parawen",,,,,,,,,107888,107888,244,"3.2",5,95.00,18.00,,"PP",1,1100,"prw",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14319,"Pare",,,,,,,,,107891,107891,335,"3.2",5,40.00,12.00,,"TZ",1,791000,"asa",6,"NAB57e",,,,,,"TW",10/4/2000 0:00:00
14320,"Parecis",,"Parecís",,,"Brésilien de Parecis",,,,107893,107893,290,"3.1",4,70.00,5.00,,"BR",1,1800,"pab",1,"MIR39a",,,,,,"TW",10/4/2000 0:00:00
14321,"Parintintin-Tenharim",,,,,,,,,107896,107896,179,"3.2",5,80.00,25.00,,"BR",1,900,"pah",1,"MIR39e",,,,,,"BM",7/16/2003 0:00:00
14322,"Parsee",,"Parsi","Parsen",,"Pârsî / Parses",,,"?????",107901,107901,265,"1.1",1,0.00,0.00,"Y","IN",12,165200,"guj",8,"CNT24f","Parsi","PARSI",,,,"TW",10/4/2000 0:00:00
14323,"Part-Indian",,"Mestizo","Halbindianer",,"Métis Amérindien","Campuran Indian",,,107903,107903,246,"3.2",5,83.14,11.31,,"CA",2,698000,"eng",1,"MIR38a",,,,"Split",,"BM",1/12/2004 0:00:00
14324,"Parya",,,,,,,,,107906,107906,299,"1.1",1,0.00,0.00,"Y","TI",3,5300,"paq",6,"CNT24z",,,,,,"TW",10/4/2000 0:00:00
14325,"Sisaala, Southern, Pasaale",,"Sisaala, Sur, Pasaale","Sisaala, Südliche, Pasaale",,"Sisaala-Pasaale du Sud","Sisaala, Selatan, Pasaale",,,107907,107907,183,"2.2",3,10.00,1.50,,"GH",1,52000,"sig",4,"NAB56a",,,,,,"TW",10/4/2000 0:00:00
14327,"Pashtun, Southern",,"Pashtún, Sur","Paschtunen, Südliche","Pashtun do sul","Pushtun du Sud","Pashtun, Selatan",,,107909,109502,267,"1.1",1,0.01,0.01,"Y","AF",8,7145800,"pbt",6,"CNT24a",,,,,,"BM",6/17/2003 0:00:00
14328,"Ayi",,,,,,,,,107911,115306,244,"3.2",5,100.00,25.00,,"PP",1,600,"ayq",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14329,"Dayak, Lawangan",,,,,,,,,107913,115426,131,"1.2",1,5.00,0.03,"Y","ID",1,126000,"lbx",6,"MSY44y",,,,,,"TW",10/4/2000 0:00:00
14330,"Pasismanua",,,,,,,,,107914,107914,244,"3.2",5,95.00,13.00,,"PP",1,6000,"pss",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14331,"Passam, Kpasam",,,,,,,,,107915,107915,102,"3.2",4,25.00,7.00,,"NI",1,27000,"pbn",4,"NAB66c",,,,,,"TW",10/4/2000 0:00:00
14332,"Passamaquoddy",,,,,,,,,107916,107916,246,"3.2",5,74.44,11.82,,"US",2,5400,"pqm",1,"MIR38b",,,,"Maine and Canada",,"TW",10/4/2000 0:00:00
14333,"Paswam",,,,,,,,,107917,107917,244,"3.2",5,95.00,24.00,,"PP",1,1300,"mcc",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14334,"Pantamona",,,,,,,,,107920,107920,290,"3.2",5,70.63,18.10,,"GY",3,5400,"pbc",1,"MIR39c",,,,,,"TW",10/4/2000 0:00:00
14335,"Patani-Maba",,,,,,,,,107921,107921,223,"2.2",3,12.00,0.50,,"ID",1,14000,"ptn",6,"MSY44v",,,,,,"TW",10/4/2000 0:00:00
14336,"Pataxo-Hahahae",,,,,,,,,107923,107923,290,"3.1",4,50.00,5.00,,"BR",1,3900,"por",4,"MIR39#",,,,"All speak Portuguese; language extinct",,"TW",10/4/2000 0:00:00
14337,"Patep",,,,,,,,,107926,107926,244,"3.2",5,95.00,25.00,,"PP",1,2400,"ptp",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14338,"Pati",,,,,,,,,107931,107931,243,"3.2",5,100.00,11.00,,"NC",1,7900,"pri",1,"AON09a",,,,,,"BM",9/14/2002 0:00:00
14339,"Totonaca, Patla-Chicontla","toh-toh-NAH-kah, PAHT-lah chee-KOHN-tlah",,,,,,,,107933,107933,257,"3.2",5,90.00,20.00,,"MX",1,4400,"tku",1,"MIR37z",,,,,,"TW",10/4/2000 0:00:00
14340,"Ipeka-Tapuia, Pato-Tapuia",,,,,,,,,107937,107937,290,"2.2",2,60.00,2.00,,"BR",1,200,"kpc",1,"MIR39a",,,,"May all speak Tucano",,"TW",10/4/2000 0:00:00
14341,"Patpatar",,,,,,,,,107938,107938,244,"3.2",5,99.00,12.00,,"PP",1,13000,"gfk",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14342,"Mamasa, Pattae'",,"Mamasa, Sur, Pattae'","Mamasa, Südliche, Pattae'",,,"Mamasa, Selatan, Pattae'",,,107942,107942,306,"1.2",1,2.00,0.10,"Y","ID",1,56000,"mqj",6,"MSY44p",,,,,,"BM",7/16/2003 0:00:00
14343,"Malay, Pattani",,"Malayo, Pattani","Malaien, Pattani",,"Malais de Pattani","Melayu, Pattani","????????????",,107943,107943,215,"1.1",1,0.00,0.00,"Y","TH",1,1025000,"mfa",6,"MSY44k",,,,,,"TW",10/4/2000 0:00:00
14344,"Paulohi",,,,,,,,,107949,107949,222,"3.1",4,90.00,4.00,,"ID",1,80,"plh",1,"AON09e",,,,"Nearly Extinct",,"TW",10/4/2000 0:00:00
14345,"Palmari",,,,,,,,,107950,107950,108,"3.2",5,60.00,60.00,,"BR",1,1600,"pad",1,"MIR39a",,,,,,"TW",10/4/2000 0:00:00
14346,"Pauwi, Yoke",,,,,,,,,107952,107952,244,"3.1",4,60.00,3.00,,"ID",1,200,"yki",1,"AON10a",,,,,,"BM",7/16/2003 0:00:00
14347,"Pawaia",,,,,,,,,107953,107953,244,"3.2",5,90.00,25.00,,"PP",1,3200,"pwa",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14348,"Pay",,,,,,,,,107957,107957,244,"2.2",3,20.00,2.00,,"PP",1,1900,"ped",4,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14349,"Pech",,,,,,,,,107958,107958,257,"3.2",4,70.00,6.00,,"HO",1,4000,"pay",1,"MIR39e",,,,"200 speakers. Bilingual in spanish",,"TW",10/4/2000 0:00:00
14350,"Paynamar",,,,,,,,,107959,107959,244,"3.2",5,90.00,20.00,,"PP",1,400,"pmr",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14351,"Pear",,"Pear, Oriental","Pear, Östliche",,"Pear de l'Est","Pear, Timur",,,107961,107961,239,"1.2",1,2.00,0.30,"Y","CB",1,1800,"pcb",4,"AUG03z",,,,,,"TW",10/4/2000 0:00:00
14352,"Pekal",,,,,,,,,107962,107962,233,"1.1",1,0.00,0.00,"Y","ID",1,39000,"pel",6,"MSY44k",,,,,,"TW",10/4/2000 0:00:00
14353,"Pelende",,,,,,,,,107963,107963,338,"3.1",4,98.00,4.00,,"CG",1,13000,"ppp",1,"NAB57b",,,,,,"TW",10/4/2000 0:00:00
14354,"Murut, Sook, Paluan",,,,,,,,,107964,107964,155,"2.2",3,8.00,0.60,,"MY",1,4500,"plz",6,"MSY44z",,,,,,"TW",10/4/2000 0:00:00
14355,"Swahili-Pemba",,"Suajili-Pemba",,,"Swahilien de Pemba",,,,107965,107965,351,"1.2",1,0.30,0.20,"Y","TZ",1,2400,"swh",6,"NAB57j",,,,,,"BM",7/16/2003 0:00:00
14356,"Pemon, Taulipang",,,,,,,,,107967,107967,290,"3.2",5,59.78,13.90,,"VE",3,31300,"aoc",1,"MIR39c",,,,,,"TW",10/4/2000 0:00:00
14357,"Penan",,,,,,,,,107968,107968,155,"1.2",1,5.00,0.30,"Y","MY",1,11000,"pez",4,"MSY44z",,,,,,"TW",10/4/2000 0:00:00
14358,"Penchal",,,,,,,,,107969,107969,244,"3.2",5,95.00,18.00,,"PP",1,1200,"pek",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14359,"Pendau",,,,,,,,,107970,107970,198,"1.1",1,2.00,0.00,"Y","ID",1,5100,"ums",6,"MSY44p",,,,,,"TW",10/4/2000 0:00:00
14360,"Pende",,,,,,,,,107971,107971,338,"3.2",5,100.00,20.00,,"CG",1,872000,"pem",1,"NAB57b",,,,,,"TW",10/4/2000 0:00:00
14361,"Penesak",,,,,,,,,107972,107972,241,"1.1",1,2.00,0.00,"Y","ID",1,143000,"mui",6,"MSY44k",,,,,,"TW",10/4/2000 0:00:00
14362,"Penghulu",,,,,,,,,107973,107973,229,"1.1",1,0.00,0.00,"Y","ID",1,32000,"min",6,"MSY44k",,,,,,"TW",10/4/2000 0:00:00
14363,"Penihing",,,,,,,,,107975,107975,155,"1.2",1,3.00,0.50,"Y","ID",1,4600,"pni",4,"MSY44e",,,,,,"TW",10/4/2000 0:00:00
14364,"Amish",,,,,,,,,107976,107976,175,"3.2",4,98.06,9.54,,"US",2,264000,"pdc",1,"CEW19m",,,,"100,000 first language speakers (incl. Canada)",,"TW",10/4/2000 0:00:00
14365,"Penrhyn",,,"Penrhyner",,,,,,107977,107977,269,"3.2",4,98.25,8.00,,"CW",1,400,"pnh",1,"MPY55z",,,,,,"TW",10/4/2000 0:00:00
14366,"Jwira-Pepesa",,,,,,,,,107980,107980,181,"3.2",5,64.00,19.00,,"GH",1,26000,"jwi",1,"NAB59k",,,,,,"TW",10/4/2000 0:00:00
14367,"Perai",,,,,,,,,107981,107981,224,"3.1",4,20.00,3.00,,"ID",1,400,"wet",4,"MSY44v",,,,,,"TW",10/4/2000 0:00:00
14368,"Asheninka Perene",,"Ashéninka Perene",,,"Ashéninca Perené",,,,107982,107982,290,"2.2",2,60.00,2.00,,"PE",1,6600,"prq",1,"MIR39a",,,,,,"TW",10/4/2000 0:00:00
14369,"Peri",,,,,,,,,107983,107983,334,"3.2",5,90.00,12.00,,"CG",1,33000,"bhy",1,"NAB57c",,,,,,"TW",10/4/2000 0:00:00
14370,"Pero",,,,,,,,,107986,107986,158,"3.2",5,73.00,12.00,,"NI",1,47000,"pip",1,"NAB60b",,,,,,"TW",10/4/2000 0:00:00
14371,"Persian",,"Persa","Perser","Persa","Perse",,,"???????",107987,107987,268,"1.2",1,1.01,0.87,"Y","IR",42,40090300,"pes",6,"CNT24f","Iran migrant","IRAN",,"50.2% of population in Iran. Used in all schools.",,"TW",3/23/2012 0:00:00
14372,"Tajik, Afghan","Tah-jick",,,"Tadjique afegão",,,,,107989,107989,268,"1.1",1,0.01,0.01,"Y","AF",12,8666600,"prs",6,"CNT24f",,,,,,"TW",10/4/2000 0:00:00
14373,"Peruvian",,"Peruano","Peruaner",,"Péruvien",,,,107993,107993,188,"3.2",5,95.96,13.97,,"PE",12,24436100,"spa",1,"CLT27",,,,"National Language",,"TW",10/4/2000 0:00:00
14374,"Belitung",,,,,,,,,107995,107995,229,"1.2",1,0.05,0.02,"Y","ID",1,110000,"zlm",6,"MSY44k",,,,,,"TW",10/4/2000 0:00:00
14375,"Petats",,,,,,,,,107997,107997,244,"3.2",5,96.00,20.00,,"PP",1,5700,"pex",1,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14376,"Peve",,,,,,,,,107999,107999,158,"3.2",5,58.10,32.47,,"CD",2,77900,"lme",1,"NAB60b",,,,,,"TW",10/4/2000 0:00:00
14377,"Prai",,,,,,,"????",,108003,108003,239,"1.2",1,1.00,0.44,"Y","LA",2,47000,"prt",4,"AUG03z",,,,,,"TW",10/4/2000 0:00:00
14378,"Filipinos, Spanish-Speaking",,"Filipinos, Hispanohablante","Filipino, Spanischsprachige",,"Philippin hispanophone","Filipinos, berbahasa Spanyol",,,108006,108006,166,"3.2",5,92.00,12.00,,"RP",1,4500,"spa",1,"MSY44x",,,,,,"BM",10/4/2000 0:00:00
14379,"Lao Phuan",,,,"Lao phuan",,,"??????",,108011,108011,295,"1.2",1,1.30,0.38,"Y","TH",3,349200,"phu",2,"MSY49z",,,,,,"BM",6/17/2003 0:00:00
14380,"Phuong",,,,,,,,,108012,108012,239,"2.2",3,10.00,1.00,,"VM",1,18000,"phg",4,"AUG03z",,,,,,"TW",10/4/2000 0:00:00
14381,"Phun",,,,,,,,,108014,108014,317,"1.2",1,1.00,0.40,"Y","BM",1,400,"hpo",4,"MSY50f",,,,,,"TW",10/4/2000 0:00:00
14382,"Phunoi, Cong",,,,,,,"??????",,108015,108015,317,"1.2",1,0.10,0.02,"Y","LA",3,69900,"pho",4,"MSY50z",,,,"Known as 'Coong' in Viet Nam. 50% to 75% literate",,"TW",10/4/2000 0:00:00
14383,"Phu Thai",,,,,,,"????? ( ???? , ??? , ???? )",,108016,108016,295,"1.2",1,1.54,0.74,"Y","TH",4,1009000,"pht",2,"MSY49z",,,,,,"TW",10/4/2000 0:00:00
14384,"Piamatsina",,,,,,,,,108020,108020,315,"3.2",5,45.00,44.00,,"NH",1,400,"ptr",4,"AON09c",,,,,,"TW",10/4/2000 0:00:00
14385,"Piame",,,,,,,,,108021,108021,244,"2.2",3,15.00,2.00,,"PP",1,200,"pin",4,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14386,"Piapoco",,,,,,,,,108022,108022,290,"3.2",5,52.04,24.11,,"CO",2,9100,"pio",4,"MIR39a",,,,,,"TW",10/4/2000 0:00:00
14387,"Piaroa",,,,,,,,,108023,108023,290,"3.2",4,20.00,6.23,,"VE",2,31000,"pid",4,"MIR39e",,,,,,"TW",10/4/2000 0:00:00
14388,"Piedmontese",,"Piamontés","Piemonteser",,"Piémontais",,,,108026,108026,193,"2.2",2,80.00,1.10,,"IT",1,1497000,"pms",1,"CEW21e",,,,,,"TW",10/4/2000 0:00:00
14389,"Pikiwa",,,,,,,,,108027,108027,244,"3.1",4,30.00,5.00,,"PP",1,2900,"dby",4,"AON09b",,,,,,"TW",10/4/2000 0:00:00
14390,"Pila",,,,,,,,,108029,108029,183,"3.1",4,15.00,3.00,,"BN",1,432000,"pil",4,"NAB56e",,,,,,"TW",10/4/2000 0:00:00
14391,"Pilaga Toba",,,,,,,,,108030,108030,290,"3.2",5,90.24,42.86,,"AR",2,5800,"plg",1,"MIR39e",,,,,,"TW",10/4/2000 0:00:00
14392,"Wichi, Mataco",,,,,,,,,108031,108031,290,"3.2",5,70.00,28.00,,"AR",1,43000,"mzh",1,"MIR39e",,,,,,"TW",10/4/2000 0:00:00
