"ROG5","ROG4","ISO-6","FlashMapID","JSMapIDDistrict","OmidCode","LocalCode","Adm2Name","Adm2Type","Adm2NameHindi","Adm2NameBengali","Population","AreaSqKM","Capital","Longitude","Latitude","FlashMapZoom","FlashMapZoomX","FlashMapZoomY","DisplayFirst","Comment","Source","EditName","EditDate"
"NP0802","NP08",,"NPL-LMB-NPGUL",,"NPGUL",,"Gulmi","District","??????",,296654,1149,"Tamghas",83.29,28.09,,,,,"Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP0803","NP08",,"NPL-LMB-NPKAP",,"NPKAP",,"Kapilvastu","District","?????????",,481976,1738,"Taulihawa",82.99,27.63,,,,,"Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP0804","NP08",,"NPL-LMB-NPNAW",,"NPNAW",,"Nawalparasi","District","????????",,562870,2162,"Parasi",83.97,27.63,,,,,"Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP0805","NP08",,"NPL-LMB-NPPAL",,"NPPAL",,"Palpa","District","??????",,268558,1373,"Tansen",83.63,27.80,,,,,"Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP0806","NP08",,"NPL-LMB-NPRUP",,"NPRUP",,"Rupandehi","District","?????????",,708419,1360,"Siddharthanagar",83.39,27.57,,,,,"Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP0901","NP09",,"NPL-MHK-NPBAI",,"NPBAI",,"Baitadi","District","?????",,234418,1519,"Baitadi",80.56,29.51,,,,"Y","Far-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP0902","NP09",,"NPL-MHK-NPDAD",,"NPDAD",,"Dadeldhura","District","????????",,126162,1538,"Dadeldhura",80.48,29.22,,,,,"Far-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP0903","NP09",,"NPL-MHK-NPDAR",,"NPDAR",,"Darchaula","District","????????",,121996,2322,"Darchula",80.78,29.88,,,,,"Far-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP0904","NP09",,"NPL-MHK-NPKAN",,"NPKAN",,"Kanchanpur","District","???????",,377899,1610,"Mahendranagar",80.32,28.86,,,,,"Far-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1001","NP10",,"NPL-MEC-NPILA",,"NPILA",,"Ilam","District","????",,282806,1703,"Ilam",87.91,26.86,,,,"Y","Eastern Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1002","NP10",,"NPL-MEC-NPJHA",,"NPJHA",,"Jhapa","District","????",,688109,1606,"Chandragadhi",87.91,26.57,,,,,"Eastern Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1003","NP10",,"NPL-MEC-NPPAN",,"NPPAN",,"Panchthar","District","??????",,202056,1241,"Panchthar",87.76,27.08,,,,,"Eastern Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1004","NP10",,"NPL-MEC-NPTAP",,"NPTAP",,"Taplejung","District","?????????",,134698,3646,"Taplejung",87.82,27.55,,,,,"Eastern Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1101","NP11",,"NPL-NRY-NPBAR",,"NPBAR",,"Bara","District","????",,559135,1190,"Kalaiya",85.06,27.10,,,,"Y","Central Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1102","NP11",,"NPL-NRY-NPCHI",,"NPCHI",,"Chitawan","District","?????",,472048,2218,"Bharatpur",84.44,27.58,,,,,"Central Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1103","NP11",,"NPL-NRY-NPMAK",,"NPMAK",,"Makwanpur","District","????????",,392604,2426,"Hetauda",85.09,27.45,,,,,"Central Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1104","NP11",,"NPL-NRY-NPPRS",,"NPPRS",,"Parsa","District","????",,497219,1353,"Birganj",84.78,27.23,,,,,"Central Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1105","NP11",,"NPL-NRY-NPRAU",,"NPRAU",,"Rautahat","District","?????",,545132,1126,"Gaur",85.30,26.99,,,,,"Central Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1201","NP12","DG","NPL-RAP-NPDAN",,"NPDAN",,"Dang","District","????",,462380,2955,"Ghorahi",82.42,27.95,,,,"Y","Mid-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1202","NP12",,"NPL-RAP-NPPYU",,"NPPYU",,"Pyuthan","District","???????",,212484,1309,"Pyuthan",82.86,28.10,,,,,"Mid-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1203","NP12",,"NPL-RAP-NPROL",,"NPROL",,"Rolpa","District","??????",,210004,1879,"Livang",82.62,28.33,,,,,"Mid-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1204","NP12",,"NPL-RAP-NPRUK",,"NPRUK",,"Rukum","District","?????",,188438,2877,"Jumlikhalanga",82.66,28.69,,,,,"Mid-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1205","NP12",,"NPL-RAP-NPSAL",,"NPSAL",,"Salyan","District","??????",,213500,1462,"Salyan",82.14,28.39,,,,,"Mid-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1301","NP13",,"NPL-SGR-NPKHO",,"NPKHO",,"Khotang","District","?????",,231385,1591,"Diktel",86.79,27.14,,,,"Y","Eastern Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1302","NP13",,"NPL-SGR-NPOKH",,"NPOKH",,"Okhaldunga","District","?????????",,156702,1074,"Okhaldhunga",86.43,27.31,,,,,"Eastern Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1303","NP13",,"NPL-SGR-NPSAP",,"NPSAP",,"Saptari","District","??????",,570282,1363,"Rajbiraj",86.72,26.60,,,,,"Eastern Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1304","NP13",,"NPL-SGR-NPSIR",,"NPSIR",,"Siraha","District","??????",,572399,1188,"Siraha",86.35,26.74,,,,,"Eastern Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1305","NP13",,"NPL-SGR-NPSOL",,"NPSOL",,"Solukhumbu","District","??????????",,107686,3312,"Salleri",86.72,27.70,,,,,"Eastern Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1306","NP13",,"NPL-SGR-NPUDA",,"NPUDA",,"Udayapur","District","??????",,287689,2063,"Gaighat",86.71,26.89,,,,,"Eastern Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1401","NP14",,"NPL-SET-NPACH",,"NPACH",,"Achham","District","????",,231285,1680,"Mangalsen",81.29,29.10,,,,"Y","Far-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1402","NP14",,"NPL-SET-NPBJG",,"NPBJG",,"Bajhang","District","????",,167026,3422,"Chainpur",81.17,29.71,,,,,"Far-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1403","NP14",,"NPL-SET-NPBJU",,"NPBJU",,"Bajura","District","??????",,108781,2188,"Martadi",81.56,29.56,,,,,"Far-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1404","NP14",,"NPL-SET-NPDOT",,"NPDOT",,"Doti","District","????",,207066,2025,"Dipayal",80.89,29.17,,,,,"Far-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NP1405","NP14",,"NPL-SET-NPKAI",,"NPKAI",,"Kailali","District","??????",,616697,3235,"Dhangadhi",80.87,28.74,,,,,"Far-Western Development Region","http://www.statoids.com/ynp.html","BM",5/21/2004 0:00:00
"NS1001","NS10",,,,,,"Brownsweg",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1002","NS10",,,,,,"Centrum",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1003","NS10",,,,,,"Klaaskreek",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1004","NS10",,,,,,"Kwakoegron",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1005","NS10",,,,,,"Marechalskreek",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1006","NS10",,,,,,"Sarakreek",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1101","NS11",,,,,,"Alkmaar",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1102","NS11",,,,,,"Bakki",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1103","NS11",,,,,,"Margaretha",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1104","NS11",,,,,,"Meerzorg",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1105","NS11",,,,,,"Nw. Amsterdam",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1106","NS11",,,,,,"Tamanredjo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1201","NS12",,,,,,"Johanna Maria",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1202","NS12",,,,,,"Totness",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1203","NS12",,,,,,"Welgelegen",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1301","NS13",,,,,,"Albina",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1302","NS13",,,,,,"Galibi",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1303","NS13",,,,,,"Moengo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1304","NS13",,,,,,"Moengotapoe",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1305","NS13",,,,,,"Patamacca",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1306","NS13",,,,,,"Wanhatti",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1401","NS14",,,,,,"Groot Henar",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1402","NS14",,,,,,"Nw . Nickerie",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1403","NS14",,,,,,"Oostelijke Polders",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1404","NS14",,,,,,"Wageningen",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1405","NS14",,,,,,"Westelijke Polders",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1501","NS15",,,,,,"Bigi Poika",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1502","NS15",,,,,,"Carolina",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1503","NS15",,,,,,"Noord",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1504","NS15",,,,,,"Oost",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1505","NS15",,,,,,"Zuid",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1601","NS16",,,,,,"Beekhuizen",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1602","NS16",,,,,,"Blauwgrond",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1603","NS16",,,,,,"Centrum",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1604","NS16",,,,,,"Flora",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1605","NS16",,,,,,"Latour",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1606","NS16",,,,,,"Livorno",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1607","NS16",,,,,,"Munder",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1608","NS16",,,,,,"Pontbuiten",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1609","NS16",,,,,,"Rainville",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1610","NS16",,,,,,"Tammenga",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1611","NS16",,,,,,"Weg Naar Zee",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1612","NS16",,,,,,"Welgelegen",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1701","NS17",,,,,,"Calcutta",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1702","NS17",,,,,,"Groningen",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1703","NS17",,,,,,"Jarikaba",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1704","NS17",,,,,,"Kampong Baroe",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1705","NS17",,,,,,"Tijgerkreek",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1706","NS17",,,,,,"Wayambo Weg",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1801","NS18",,,,,,"Boven Suriname",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1802","NS18",,,,,,"Bven Saramacca",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1803","NS18",,,,,,"Coeroeni",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1804","NS18",,,,,,"Coppename",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1805","NS18",,,,,,"Kabalebo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1806","NS18",,,,,,"Tapanahony",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1901","NS19",,,,,,"De Nieuwe Grond",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1902","NS19",,,,,,"Domburg",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1903","NS19",,,,,,"Houttuin",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1904","NS19",,,,,,"Koewarasan",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1905","NS19",,,,,,"Kwatta",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1906","NS19",,,,,,"Lelydorp",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NS1907","NS19",,,,,,"Saramaccapolder",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0101","NU01",,,,,,"Boaco",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0102","NU01",,,,,,"Camoapa",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0103","NU01",,,,,,"Embalse las Canoas",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0104","NU01",,,,,,"San Jose de los Remates",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0105","NU01",,,,,,"San Lorenzo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0106","NU01",,,,,,"Santa Lucia",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0107","NU01",,,,,,"Teustepe",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0201","NU02",,,,,,"Diriamba",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0202","NU02",,,,,,"Dolores",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0203","NU02",,,,,,"El Rosario",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0204","NU02",,,,,,"Jinotepe",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0205","NU02",,,,,,"La Conquista",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0206","NU02",,,,,,"La Paz de Carazo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0207","NU02",,,,,,"San Marcos",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0301","NU03",,,,,,"Chichigalpa",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0302","NU03",,,,,,"Chinandega",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0303","NU03",,,,,,"Cinco Pinos",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0304","NU03",,,,,,"Corinto",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0305","NU03",,,,,,"El Realejo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0306","NU03",,,,,,"El Viejo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0307","NU03",,,,,,"Posoltega",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0308","NU03",,,,,,"San Fco. del Norte",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0309","NU03",,,,,,"San Pedro del Norte",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0310","NU03",,,,,,"Somotillo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0311","NU03",,,,,,"Tonala",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0312","NU03",,,,,,"Villanueva",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0401","NU04",,,,,,"Acoyapa",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0402","NU04",,,,,,"Comalapa",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0403","NU04",,,,,,"Juigalpa",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0404","NU04",,,,,,"La Libertad",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0405","NU04",,,,,,"San Pedro de Lovago",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0406","NU04",,,,,,"Santo Domingo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0407","NU04",,,,,,"Santo Tomas",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0408","NU04",,,,,,"Villa Sandino",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0501","NU05",,,,,,"Condega",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0502","NU05",,,,,,"Esteli",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0503","NU05",,,,,,"La Trinidad",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0504","NU05",,,,,,"Plueblo Nuevo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0505","NU05",,,,,,"San Juan de Limay",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0506","NU05",,,,,,"San Nicolas",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0601","NU06",,,,,,"Diria",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0602","NU06",,,,,,"Diriomo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0603","NU06",,,,,,"Granada",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0604","NU06",,,,,,"Laguna de Apoyo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0605","NU06",,,,,,"Nandaime",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0701","NU07",,,,,,"El Cua",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0702","NU07",,,,,,"Jinotega",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0703","NU07",,,,,,"La Concordia",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0704","NU07",,,,,,"Las Praderas",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0705","NU07",,,,,,"San Rafael del Norte",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0706","NU07",,,,,,"San Sebastian de Yali",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0707","NU07",,,,,,"Wiwili",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0801","NU08",,,,,,"Achuapa",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0802","NU08",,,,,,"El Jicaral",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0803","NU08",,,,,,"El Sauce",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0804","NU08",,,,,,"La Paz Centro",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0805","NU08",,,,,,"Leon",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0806","NU08",,,,,,"Malpaisillo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0807","NU08",,,,,,"Nagarote",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0808","NU08",,,,,,"Quezalguaque",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0809","NU08",,,,,,"Santa Rosa del Penon",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0810","NU08",,,,,,"Telica",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0901","NU09",,,,,,"Las Sabanas",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0902","NU09",,,,,,"Palacaguina",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0903","NU09",,,,,,"San Jose de Cusmapa",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0904","NU09",,,,,,"San Juan del Rio Coco",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0905","NU09",,,,,,"San Lucas",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0906","NU09",,,,,,"Telpaneca",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0907","NU09",,,,,,"Totolgalpa",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU0908","NU09",,,,,,"Yalaguina",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1001","NU10",,,,,,"Managua",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1002","NU10",,,,,,"Mateare",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1003","NU10",,,,,,"San Francisco Libre",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1004","NU10",,,,,,"San Rafael del Sur",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1005","NU10",,,,,,"Ticuantepe",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1006","NU10",,,,,,"Tipitapa",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1007","NU10",,,,,,"Villa Carlos Fonseca A",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1101","NU11",,,,,,"Catarina",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1102","NU11",,,,,,"La Concepcion",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1103","NU11",,,,,,"Laguna de Masaya",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1104","NU11",,,,,,"Masatepe",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1105","NU11",,,,,,"Masaya",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1106","NU11",,,,,,"Nandasmo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1107","NU11",,,,,,"Nindiri",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1108","NU11",,,,,,"Niquinohomo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1109","NU11",,,,,,"San Juan de Oriente",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1110","NU11",,,,,,"Tisma",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1201","NU12",,,,,,"Ciudad Dario",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1202","NU12",,,,,,"Esquipulas",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1203","NU12",,,,,,"La Dalia",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1204","NU12",,,,,,"Laguna de Moyua",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1205","NU12",,,,,,"Matagalpa",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1206","NU12",,,,,,"Matiguas",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1207","NU12",,,,,,"Muy Muy",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1208","NU12",,,,,,"Rancho Grande",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1209","NU12",,,,,,"Rio Blanco",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1210","NU12",,,,,,"San Dionisio",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1211","NU12",,,,,,"San Isidro",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1212","NU12",,,,,,"San Ramon",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1213","NU12",,,,,,"Sebaco",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1214","NU12",,,,,,"Terrabona",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1301","NU13",,,,,,"Ciudad Antigua",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1302","NU13",,,,,,"Ciudad Sandino",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1303","NU13",,,,,,"Dipilto",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1304","NU13",,,,,,"Jalapa",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1305","NU13",,,,,,"Macuelizo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1306","NU13",,,,,,"Mosonte",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1307","NU13",,,,,,"Murra",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1308","NU13",,,,,,"Ocotal",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1309","NU13",,,,,,"Quilali",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"NU1310","NU13",,,,,,"San Fernando",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
