"ROG5","ROG4","ISO-6","FlashMapID","JSMapIDDistrict","OmidCode","LocalCode","Adm2Name","Adm2Type","Adm2NameHindi","Adm2NameBengali","Population","AreaSqKM","Capital","Longitude","Latitude","FlashMapZoom","FlashMapZoomX","FlashMapZoomY","DisplayFirst","Comment","Source","EditName","EditDate"
"EI1474","EI14",,,,,,"Sramore",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1475","EI14",,,,,,"St. Patrick's",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1476","EI14",,,,,,"Stralongford",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1477","EI14",,,,,,"Tullaghan",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1478","EI14",,,,,,"Yugan",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1501","EI15",,,,,,"Abbeyleix",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1502","EI15",,,,,,"Aghmacart",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1503","EI15",,,,,,"Arderin",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1504","EI15",,,,,,"Ardough",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1505","EI15",,,,,,"Arless",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1506","EI15",,,,,,"Ballickmoyler",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1507","EI15",,,,,,"Ballinakill",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1508","EI15",,,,,,"Ballyadams",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1509","EI15",,,,,,"Ballybrittas",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1510","EI15",,,,,,"Ballybrophy",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1511","EI15",,,,,,"Ballycarroll",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1512","EI15",,,,,,"Ballyfin",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1513","EI15",,,,,,"Ballylehane",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1514","EI15",,,,,,"Ballylynan",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1515","EI15",,,,,,"Ballyroan",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1516","EI15",,,,,,"Barrowhouse",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1517","EI15",,,,,,"Blandsfort",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1518","EI15",,,,,,"Borris",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1519","EI15",,,,,,"Borris-In-Ossory",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1520","EI15",,,,,,"Brisha",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1521","EI15",,,,,,"Caher",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1522","EI15",,,,,,"Capard",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1523","EI15",,,,,,"Cappalough",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1524","EI15",,,,,,"Cardtown",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1525","EI15",,,,,,"Castlecuffe",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1526","EI15",,,,,,"Castletown",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1527","EI15",,,,,,"Clash",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1528","EI15",,,,,,"Clonaslee",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1529","EI15",,,,,,"Clondarrig",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1530","EI15",,,,,,"Clonin",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1531","EI15",,,,,,"Clonkeen",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1532","EI15",,,,,,"Clonmore",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1533","EI15",,,,,,"Colt",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1534","EI15",,,,,,"Coolrain",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1535","EI15",,,,,,"Cuffsborough",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1536","EI15",,,,,,"Cullahill",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1537","EI15",,,,,,"Cullenagh",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1538","EI15",,,,,,"Curraclone",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1539","EI15",,,,,,"Dangans",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1540","EI15",,,,,,"Donaghmore",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1541","EI15",,,,,,"Donore",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1542","EI15",,,,,,"Doonane",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1543","EI15",,,,,,"Dunmore",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1544","EI15",,,,,,"Durrow",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1545","EI15",,,,,,"Dysartgallen",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1546","EI15",,,,,,"Emo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1547","EI15",,,,,,"Errill",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1548","EI15",,,,,,"Farnans",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1549","EI15",,,,,,"Fossy",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1550","EI15",,,,,,"Garrymore",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1551","EI15",,,,,,"Graigue",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1552","EI15",,,,,,"Graigue Rural",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1553","EI15",,,,,,"Graigue Urban",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1554","EI15",,,,,,"Grantstown",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1555","EI15",,,,,,"Jamestown",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1556","EI15",,,,,,"Kilcoke",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1557","EI15",,,,,,"Kilcolmanbane",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1558","EI15",,,,,,"Kildellig",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1559","EI15",,,,,,"Killabban",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1560","EI15",,,,,,"Killermogh",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1561","EI15",,,,,,"Kilmullen",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1562","EI15",,,,,,"Kilmurry",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1563","EI15",,,,,,"Kilnaseer",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1564","EI15",,,,,,"Kyle",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1565","EI15",,,,,,"Kyle South",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1566","EI15",,,,,,"Lacka",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1567","EI15",,,,,,"Luggacurren",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1568","EI15",,,,,,"Marymount",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1569","EI15",,,,,,"Meelick",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1570","EI15",,,,,,"Moneenalassa",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1571","EI15",,,,,,"Moneymore",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1572","EI15",,,,,,"Mountmellick Rural",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1573","EI15",,,,,,"Mountmellick Urban",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1574","EI15",,,,,,"Mountrath",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1575","EI15",,,,,,"Moyanna",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1576","EI15",,,,,,"Nealstown",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1577","EI15",,,,,,"Newtown",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1578","EI15",,,,,,"O'More's Forest",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1579","EI15",,,,,,"Portarlington South",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1580","EI15",,,,,,"Portlaoighise (Maryborough) Rural",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1581","EI15",,,,,,"Portlaoighise (Maryborough) Urban",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1582","EI15",,,,,,"Raheen",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1583","EI15",,,,,,"Rathaspick",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1584","EI15",,,,,,"Rathdowney",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1585","EI15",,,,,,"Rathsaran",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1586","EI15",,,,,,"Rearymore",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1587","EI15",,,,,,"Rosenallis",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1588","EI15",,,,,,"Rossmore",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1589","EI15",,,,,,"Sallyford",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1590","EI15",,,,,,"Shaen",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1591","EI15",,,,,,"Shrule",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1592","EI15",,,,,,"Stradbally",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1593","EI15",,,,,,"Tankardstown",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1594","EI15",,,,,,"Timahoe",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1595","EI15",,,,,,"Timogue",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1596","EI15",,,,,,"Tinnahinch",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1597","EI15",,,,,,"Trumra",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1598","EI15",,,,,,"Turra",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1599","EI15",,,,,,"Vicarstown",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1601","EI16",,,,,,"Abbeyfeale",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1602","EI16",,,,,,"Abbeyville",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1603","EI16",,,,,,"Abington",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1604","EI16",,,,,,"Adare North",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1605","EI16",,,,,,"Adare South",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1606","EI16",,,,,,"Anglesborough",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1607","EI16",,,,,,"Ardagh",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1608","EI16",,,,,,"Ardpatrick",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1609","EI16",,,,,,"Askeaton East",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1610","EI16",,,,,,"Askeaton West",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1611","EI16",,,,,,"Athlacca",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1612","EI16",,,,,,"Aughinish",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1613","EI16",,,,,,"Ballingarry",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1614","EI16",,,,,,"Ballintober",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1615","EI16",,,,,,"Ballyagran",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1616","EI16",,,,,,"Ballyallinan",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1617","EI16",,,,,,"Ballybricken",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1618","EI16",,,,,,"Ballycummin",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1619","EI16",,,,,,"Ballygrennan",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1620","EI16",,,,,,"Ballylanders",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1621","EI16",,,,,,"Ballymacshaneboy",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1622","EI16",,,,,,"Ballynabanoge",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1623","EI16",,,,,,"Ballynacarriga",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1624","EI16",,,,,,"Ballynoe",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1625","EI16",,,,,,"Ballynoe West",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1626","EI16",,,,,,"Ballysimon",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1627","EI16",,,,,,"Ballyvarra",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1628","EI16",,,,,,"Bilboa",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1629","EI16",,,,,,"Boola",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1630","EI16",,,,,,"Broadford",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1631","EI16",,,,,,"Bruff",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1632","EI16",,,,,,"Bruree",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1633","EI16",,,,,,"Bulgaden",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1634","EI16",,,,,,"Caher",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1635","EI16",,,,,,"Caherconlish East",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1636","EI16",,,,,,"Caherconlish West",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1637","EI16",,,,,,"Cahercorney",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1638","EI16",,,,,,"Caherelly",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1639","EI16",,,,,,"Cappamore",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1640","EI16",,,,,,"Carrig",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1641","EI16",,,,,,"Castleconnell",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1642","EI16",,,,,,"Castletown",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1643","EI16",,,,,,"Clarina",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1644","EI16",,,,,,"Cleanglass",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1645","EI16",,,,,,"Cloncagh",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1646","EI16",,,,,,"Clonkeen",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1647","EI16",,,,,,"Colmanswell",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1648","EI16",,,,,,"Coolrus",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1649","EI16",,,,,,"Craggs",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1650","EI16",,,,,,"Crean",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1651","EI16",,,,,,"Crecora",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1652","EI16",,,,,,"Croagh",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1653","EI16",,,,,,"Croom",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1654","EI16",,,,,,"Cullane",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1655","EI16",,,,,,"Danganbeg",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1656","EI16",,,,,,"Darragh",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1657","EI16",,,,,,"Doon South",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1658","EI16",,,,,,"Doon West",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1659","EI16",,,,,,"Dromard",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1660","EI16",,,,,,"Dromcolliher",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1661","EI16",,,,,,"Dromin",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1662","EI16",,,,,,"Dromtrasna",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1663","EI16",,,,,,"Dunmoylan East",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1664","EI16",,,,,,"Dunmoylan West",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1665","EI16",,,,,,"Dunnaman",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1666","EI16",,,,,,"Duntryleague",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1667","EI16",,,,,,"Emlygrennan",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1668","EI16",,,,,,"Fedamore",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1669","EI16",,,,,,"Feenagh",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1670","EI16",,,,,,"Fleanmore",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1671","EI16",,,,,,"Galbally",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1672","EI16",,,,,,"Garrane",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1673","EI16",,,,,,"Garryduff",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1674","EI16",,,,,,"Glenagower",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1675","EI16",,,,,,"Glenbrohane",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1676","EI16",,,,,,"Glengort",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1677","EI16",,,,,,"Glensharrold",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1678","EI16",,,,,,"Glenstal",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1679","EI16",,,,,,"Glin",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1680","EI16",,,,,,"Grange",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1681","EI16",,,,,,"Grean",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1682","EI16",,,,,,"Griston",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1683","EI16",,,,,,"Hospital",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1684","EI16",,,,,,"Iveruss",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1685","EI16",,,,,,"Kilbeheny",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1686","EI16",,,,,,"Kilcornan",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1687","EI16",,,,,,"Kildimo",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1688","EI16",,,,,,"Kilfergus",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1689","EI16",,,,,,"Kilfinnane",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1690","EI16",,,,,,"Kilfinny",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1691","EI16",,,,,,"Kilflyn",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1692","EI16",,,,,,"Kilglass",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1693","EI16",,,,,,"Kilmallock",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1694","EI16",,,,,,"Kilmeedy",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1695","EI16",,,,,,"Kilmoylan",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1696","EI16",,,,,,"Kilmurry",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1697","EI16",,,,,,"Kilpeacon",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1698","EI16",,,,,,"Kilscannell",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI1699","EI16",,,,,,"Kilteely",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16aa","EI16",,,,,,"Knockaderry",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ab","EI16",,,,,,"Knockainy",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ac","EI16",,,,,,"Knocklong",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ad","EI16",,,,,,"Knocknascrow",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ae","EI16",,,,,,"Lismakeery",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16af","EI16",,,,,,"Loghill",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ag","EI16",,,,,,"Mahoonagh",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ah","EI16",,,,,,"Mohernagh",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ai","EI16",,,,,,"Monagay",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16aj","EI16",,,,,,"Mountcollins",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ak","EI16",,,,,,"Mountplummer",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16al","EI16",,,,,,"Nantinan",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16am","EI16",,,,,,"Newcastle Rural",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16an","EI16",,,,,,"Newcastle Urban",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ao","EI16",,,,,,"Oola",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ap","EI16",,,,,,"Pallaskenry",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16aq","EI16",,,,,,"Particles",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ar","EI16",,,,,,"Patrick's Well",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16as","EI16",,,,,,"Port",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16at","EI16",,,,,,"Rathkeale Rural",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16au","EI16",,,,,,"Rathkeale Urban",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16av","EI16",,,,,,"Rathmore",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16aw","EI16",,,,,,"Rathronan",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ax","EI16",,,,,,"Riddlestown",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ay","EI16",,,,,,"Riversdale",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16az","EI16",,,,,,"Rockhill",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16ba","EI16",,,,,,"Rooskagh",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16bb","EI16",,,,,,"Roxborough",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16bc","EI16",,,,,,"Shanagolden",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16bd","EI16",,,,,,"Shanid",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16be","EI16",,,,,,"Templebredon",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16bf","EI16",,,,,,"Templeglentan",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16bg","EI16",,,,,,"Tobernea",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
"EI16bh","EI16",,,,,,"Uregare",,,,,,,,,,,,,,"GMI","BM",6/4/2004 0:00:00
